ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
hydroxypropyl cel,hydroxypropyl cellulose,0.98,hydroxypropyl cellulose,Lacrisert,HYDROXYPROPYL CELLULOSE,Bausch & Lomb Incorporated,,1,2,1,3,WARNINGS Instructions for inserting and removing LACRISERT should be carefully followed,"Drug Interactions Application of hydroxypropyl cellulose ophthalmic inserts to the eyes of unanesthetized rabbits immediately prior to or two hours before instilling pilocarpine, proparacaine HCl (0.5%), or phenylephrine (5%) did not markedly alter the magnitude and/or duration of the miotic, local ","ADVERSE REACTIONS The following adverse reactions have been reported in patients treated with LACRISERT, but were in most instances mild and transient: Transient blurring of vision (see PRECAUTIONS ) Ocular discomfort or irritation Matting or stickiness of eyelashes Photophobia Hypersensitivity Edem","INDICATIONS AND USAGE LACRISERT is indicated in patients with moderate to severe dry eye syndromes, including keratoconjunctivitis sicca"
hydroxypropyl cellulose,hydroxypropyl cellulose,0.0,hydroxypropyl cellulose,Lacrisert,HYDROXYPROPYL CELLULOSE,Bausch & Lomb Incorporated,,1,2,1,3,WARNINGS Instructions for inserting and removing LACRISERT should be carefully followed,"Drug Interactions Application of hydroxypropyl cellulose ophthalmic inserts to the eyes of unanesthetized rabbits immediately prior to or two hours before instilling pilocarpine, proparacaine HCl (0.5%), or phenylephrine (5%) did not markedly alter the magnitude and/or duration of the miotic, local ","ADVERSE REACTIONS The following adverse reactions have been reported in patients treated with LACRISERT, but were in most instances mild and transient: Transient blurring of vision (see PRECAUTIONS ) Ocular discomfort or irritation Matting or stickiness of eyelashes Photophobia Hypersensitivity Edem","INDICATIONS AND USAGE LACRISERT is indicated in patients with moderate to severe dry eye syndromes, including keratoconjunctivitis sicca"
hydroxypropyl methylcellulose,hydroxypropyl methylcellulose,0.99,hydroxypropyl methylcellulose,Etodolac,ETODOLAC,A-S Medication Solutions,,10,10,15,3,"WARNINGS Cardiovascular Effects Cardiovascular Thrombotic Events Clinical trials of several COX-2 selective and nonselective NSAIDs of up to three years duration have shown an increased risk of serious cardiovascular (CV) thrombotic events, including myocardial infarction (MI) and stroke, which can ",Drug Interactions ACE-inhibitors Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE-inhibitors,"ADVERSE REACTIONS In patients taking etodolac or other NSAIDs, the most frequently reported adverse experiences occurring in approximately 1 to 10% of patients are: Gastrointestinal experiences including : abdominal pain, constipation, diarrhea, dyspepsia, flatulence, gross bleeding/perforation, hea",INDICATIONS AND USAGE Carefully consider the potential benefits and risks of etodolac and other treatment options before deciding to use etodolac
hydroxystearic acid,hydroxystearic acid,0.0,hydroxystearic acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
hydroxyurea,hydroxyurea,0.0,hydroxyurea,DROXIA | HYDROXYUREA,HYDROXYUREA,"Coupler LLC | Golden State Medical Supply, Inc. | Waylis Therapeutics LLC",,0,10,13,5,,7 DRUG INTERACTIONS Antiretroviral drugs (7.1) Laboratory Test Interference,6 ADVERSE REACTIONS,"1 INDICATIONS AND USAGE Hydroxyurea capsules, USP is indicated for the treatment of: Resistant chronic myeloid leukemia"
hydroxyzine,hydroxyzine,0.95,hydroxyzine,Hydroxyzine Pamoate | hydroxyzine pamoate,HYDROXYZINE PAMOATE,"Bryant Ranch Prepack | Proficient Rx LP | Teva Pharmaceuticals USA, Inc.",,2,0,8,5,WARNINGS Nursing Mothers It is not known whether this drug is excreted in human milk,,ADVERSE REACTIONS Side effects reported with the administration of hydroxyzine pamoate are usually mild and transitory in nature,INDICATIONS For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested
hydroxyzine hydrochloride,hydroxyzine,0.99,hydroxyzine,Hydroxyzine Pamoate | hydroxyzine pamoate,HYDROXYZINE PAMOATE,"Bryant Ranch Prepack | Proficient Rx LP | Teva Pharmaceuticals USA, Inc.",,2,0,8,5,WARNINGS Nursing Mothers It is not known whether this drug is excreted in human milk,,ADVERSE REACTIONS Side effects reported with the administration of hydroxyzine pamoate are usually mild and transitory in nature,INDICATIONS For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested
hylaronic acid,hylaronic acid,0.0,hylaronic acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
hylauronic,hyaluronic acid,0.95,hyaluronic acid,AOAO Retinol Anti-aging Box Set | ClearSoothingCream | Roushun kojic Skin Lightening Nutural Skin Care treament serum 30ml,"COLLAGEN,BUTYROSPERMUM PARKII (SHEA) BUTTER EXTRACT,HYALURONIC ACID,CAFFEINE,SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL,RETINOL. | HYALURONIC ACID | ROUSHUN KOJIC SKIN LIGHTENING NUTURAL SKIN CARE TREAMENT SERUM 30ML","Guangdong Junhui Biotechnology Co., LTD | Roushun Kojic Skin lightening natural skin care treatment serum | Shengnan (Guangzhou) Cosmetics Co., LTD",,2,0,0,3,Warnings For external use only,,,Take out a bottle of essence from the box 2
hylornic acid,hylornic acid,0.0,hylornic acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
hylouronic acid,hyaluronic acid,0.95,hyaluronic acid,AOAO Retinol Anti-aging Box Set | ClearSoothingCream | Roushun kojic Skin Lightening Nutural Skin Care treament serum 30ml,"COLLAGEN,BUTYROSPERMUM PARKII (SHEA) BUTTER EXTRACT,HYALURONIC ACID,CAFFEINE,SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL,RETINOL. | HYALURONIC ACID | ROUSHUN KOJIC SKIN LIGHTENING NUTURAL SKIN CARE TREAMENT SERUM 30ML","Guangdong Junhui Biotechnology Co., LTD | Roushun Kojic Skin lightening natural skin care treatment serum | Shengnan (Guangzhou) Cosmetics Co., LTD",,2,0,0,3,Warnings For external use only,,,Take out a bottle of essence from the box 2
hyoscyamine,hyoscyamine,0.0,hyoscyamine,Hyoscyamine ER | Hyosyne | URIBEL TABS,"HYOSCYAMINE SULFATE | METHENAMINE, BENZOIC ACID, PHENYL SALICYLATE, METHYLENE BLUE, AND HYOSCYAMINE SULFATE","ATLANTIC BIOLOGICALS CORP. | Mission Pharmacal Company | Pharma Packaging Solutions, LLC dba Tjopack LLC",,8,2,2,5,"WARNINGS In the presence of high environmental temperature, heat prostration can occur with drug use (fever and heat stroke due to decreased sweating)","Drug Interactions Additive adverse effects resulting from cholinergic blockade may occur when hyoscyamine sulfate is administered concomitantly with other antimuscarinics, amantadine, haloperidol, phenothiazines, monoamine oxidase (MAO) inhibitors, tricyclic antidepressants or some antihistamines",ADVERSE REACTIONS All of the following adverse reactions have been reported with hyoscyamine sulfate,INDICATIONS AND USAGE Hyoscyamine sulfate extended-release tablets are effective as adjunctive therapy in the treatment of peptic ulcer
hyoscyamine sulfate,hyoscyamine,0.99,hyoscyamine,Hyoscyamine ER | Hyosyne | URIBEL TABS,"HYOSCYAMINE SULFATE | METHENAMINE, BENZOIC ACID, PHENYL SALICYLATE, METHYLENE BLUE, AND HYOSCYAMINE SULFATE","ATLANTIC BIOLOGICALS CORP. | Mission Pharmacal Company | Pharma Packaging Solutions, LLC dba Tjopack LLC",,8,2,2,5,"WARNINGS In the presence of high environmental temperature, heat prostration can occur with drug use (fever and heat stroke due to decreased sweating)","Drug Interactions Additive adverse effects resulting from cholinergic blockade may occur when hyoscyamine sulfate is administered concomitantly with other antimuscarinics, amantadine, haloperidol, phenothiazines, monoamine oxidase (MAO) inhibitors, tricyclic antidepressants or some antihistamines",ADVERSE REACTIONS All of the following adverse reactions have been reported with hyoscyamine sulfate,INDICATIONS AND USAGE Hyoscyamine sulfate extended-release tablets are effective as adjunctive therapy in the treatment of peptic ulcer
hypericum,hypericum,0.95,hypericum,EMF Protect and Balance | Sports For Trauma Gel | T-Relief Extra Strength,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | BELLIS PERENNIS, HYPERICUM PERFOMATUM,TOXICODENDRON PUBSCENS LEAF, RUTA GRAVEOLENS FLOWERING TOP | CALENDULA OFFICINALIS FLOWERING TOP, MATRICARIA RECUTITA, HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK, ACHILLEA MILLEFOLIUM, RUTA GRAVEOLENS FLOWERING TOP, COMFREY ROOT, ACONITUM NAPELLUS, ECHINACEA, UNSPECIFIED, BAPTISIA TINCTORIA ROOT, ATROPA BELLADONNA, ARNICA MONTANA, BELLIS PERENNIS AND HYPERICUM PERFORATUM","Deseret Biologicals, Inc. | MediNatura Inc | Schwabe Mexico, S.A. de C.V.",,2,0,0,2,Warnings For external use only,,,"Indications & Usage Temporarily relieves deep muscle and back pain, stiffness, and swelling associated with overexertion, sprains, falls, blows, and minor sports injuries"
hypericum perforatum,hypericum perforatum,0.0,hypericum perforatum,EMF Protect and Balance | Sports For Trauma Gel | T-Relief Extra Strength,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | BELLIS PERENNIS, HYPERICUM PERFOMATUM,TOXICODENDRON PUBSCENS LEAF, RUTA GRAVEOLENS FLOWERING TOP | CALENDULA OFFICINALIS FLOWERING TOP, MATRICARIA RECUTITA, HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK, ACHILLEA MILLEFOLIUM, RUTA GRAVEOLENS FLOWERING TOP, COMFREY ROOT, ACONITUM NAPELLUS, ECHINACEA, UNSPECIFIED, BAPTISIA TINCTORIA ROOT, ATROPA BELLADONNA, ARNICA MONTANA, BELLIS PERENNIS AND HYPERICUM PERFORATUM","Deseret Biologicals, Inc. | MediNatura Inc | Schwabe Mexico, S.A. de C.V.",,2,0,0,2,Warnings For external use only,,,"Indications & Usage Temporarily relieves deep muscle and back pain, stiffness, and swelling associated with overexertion, sprains, falls, blows, and minor sports injuries"
hypertonic seawater 2,hypertonic seawater 2,0.0,hypertonic seawater 2,Betadine | SILICEA,POVIDONE-IODINE | SILICEA,"Atlantis Consumer Healthcare, Inc. | Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",,4,0,0,1,"WARNINGS This product is to be used for self-limiting conditions If symptoms do not improve in 4 days, or worsen, discontinue use and seek assistance of health professional",,,INDICATIONS Condition listed above or as directed by the physician
hypochlorus acid,hypochlorus acid,0.0,hypochlorus acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
hypromellose,hypromellose,0.99,hypromellose,Rohto Dual Light Relief | Vista Gonio Eye Lubricant,"HYPROMELLOSE OPHTHALMIC SOLUTION | HYPROMELLOSE, POVIDONE","Red Wedding LLC | Rohto Pharmaceutical Co., Ltd. | The Mentholatum Company",,2,0,0,1,Warnngs For external use only Do not use ■ if this product changes color or becomes cloudy ■ if seal is broken or punctured When using this product ■ do not touch tip of container to any surface to avoid contamination ■ replace cap after each use Stop use and consult a physician if you experience an,,,Uses for use as a lubricant to prevent further irritation to relieve dryness of the eye
ibandronic acid,ibandronic acid,0.0,ibandronic acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
ibrutinib,ibrutinib,1.0,ibrutinib,Imbruvica,IBRUTINIB,Pharmacyclics LLC,,0,10,7,5,,"7 DRUG INTERACTIONS CYP3A Inhibitors: Modify IMBRUVICA dose as described ( 2.3 , 7.1 )","6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Hemorrhage [see Warnings and Precautions ( 5.1 )] Infections [see Warnings and Precautions ( 5.2 )] Cardiac Arrhythmias, Cardiac Failure, and Sudden Death [see Warnings and Precautions",1 INDICATIONS AND USAGE IMBRUVICA is a kinase inhibitor indicated for the treatment of: Adult patients with chronic lymphocytic leukemia (CLL)/Small lymphocytic lymphoma (SLL) ( 1.1 )
ibuprofen,ibuprofen,0.95,ibuprofen,Ibuprofen | Ibuprofen Dye Free | care one ibuprofen,IBUPROFEN,American Sales Company | Aurobindo Pharma Limited | CVS Pharmacy,,7,3,13,1,"Warnings Allergy alert: Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin",Preexisting asthma Patients with asthma may have aspirin-sensitive asthma,ADVERSE REACTIONS The most frequent type of adverse reaction occurring with ibuprofen tablets is gastrointestinal,Uses temporarily relieves minor aches and pains due to: headache toothache backache menstrual cramps the common cold muscular aches minor pain of arthritis temporarily reduces fever
ichthammol,ichthammol,0.95,ichthammol,D-104 | Ichthammol 20% | Prid,"APIUM GRAVEOLENS WHOLE, ASCLEPIAS INCARNATA ROOT, CALCIUM ARSENATE, CAMPHOR (NATURAL), ECHINACEA ANGUSTIFOLIA, EUPATORIUM PERFOLIATUM FLOWERING TOP, EUPHRASIA STRICTA, FERROUS IODIDE, ICHTHAMMOL, SCABIES LESION LYSATE (HUMAN), THUJA OCCIDENTALIS LEAFY TWIG, AND TRIFOLIUM REPENS FLOWER | ICHTHAMMOL | ICHTHAMMOL, CALCIUM SULFIDE, CALENDULA OFFICINALIS FLOWERING TOP, ARNICA MONTANA, ECHINACEA ANGUSTIFOLIA, SILICON DIOXIDE, SULFUR","Chain Drug Marketing Association, Inc. | DNA Labs, Inc. | Hyland's Inc.",,3,0,0,1,Warnings Use only if cap seal is unbroken,,,INDICATIONS For viral infections
icosapent ethyl,icosapent ethyl,0.99,icosapent ethyl,ICOSAPENT ETHYL | Icosapent Ethyl,ICOSAPENT ETHYL,"AvKARE | Bryant Ranch Prepack | XLCare Pharmaceuticals, Inc.",,0,5,10,4,,7 DRUG INTERACTIONS Increased Bleeding Risk with Anticoagulants and Antiplatelet Agents: Some published studies with omega-3 fatty acids have demonstrated prolongation of bleeding time,6 ADVERSE REACTIONS The following important adverse reactions are described below and elsewhere in the labeling: Atrial Fibrillation or Atrial Flutter [see Warnings and Precautions (5.1)] Potential for Allergic Reactions in Patients with Fish Allergy [see Warnings and Precautions (5.2)] Bleeding [se,1 INDICATIONS AND USAGE Icosapent ethyl capsules are indicated: as an adjunct to diet to reduce triglyceride (TG) levels in adult patients with severe (≥ 500 mg/dL) hypertriglyceridemia
ictamol acid oint,ictamol acid oint,0.0,ictamol acid oint,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
idarubicin,idarubicin,1.0,idarubicin,Idamycin PFS | Idarubicin Hydrochloride,IDARUBICIN HYDROCHLORIDE,Hikma Pharmaceuticals USA Inc. | Pfizer Laboratories Div Pfizer Inc,,10,0,12,2,WARNINGS Idarubicin is intended for administration under the supervision of a physician who is experienced in leukemia chemotherapy,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,1 INDICATIONS AND USAGE IDAMYCIN PFS is indicated for the treatment of adult patients with acute myeloid leukemia (AML) as a component of a combination chemotherapy regimen
ifosfamide,ifosfamide,0.0,ifosfamide,IFEX | IFOSFAMIDE | Ifosfamide,IFOSFAMIDE,"Baxter Healthcare Corporation | Fresenius Kabi USA, LLC",,0,7,12,2,,7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS The most common (≥ 10%) adverse reactions were alopecia, nausea/vomiting, hematuria, leukopenia, anemia, CNS toxicity, infection",1 INDICATIONS AND USAGE Ifosfamide for Injection is indicated for use in adults in combination with certain other approved antineoplastic agents for third-line chemotherapy of germ cell testicular cancer
imatinib,imatinib,0.95,imatinib,Imatinib Mesylate | imatinib mesylate,IMATINIB | IMATINIB MESYLATE,"Apotex Corp | Mylan Institutional Inc | Sun Pharmaceutical Industries, Inc.",,0,10,6,5,,7 DRUG INTERACTIONS CYP3A4 inducers may decrease imatinib mesylate C max and area under curve (AUC),6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the labeling: Fluid Retention and Edema [see Warnings and Precautions ( 5.1 )] Hematologic Toxicity [see Warnings and Precautions ( 5.2 )] Congestive Heart Failure and Left Ventricular Dysfunction [see Warnings an,1 INDICATIONS AND USAGE Imatinib mesylate is a kinase inhibitor indicated for the treatment of:
imatinib mesylate,imatinib,0.99,imatinib,Imatinib Mesylate | imatinib mesylate,IMATINIB | IMATINIB MESYLATE,"Apotex Corp | Mylan Institutional Inc | Sun Pharmaceutical Industries, Inc.",,0,10,6,5,,7 DRUG INTERACTIONS CYP3A4 inducers may decrease imatinib mesylate C max and area under curve (AUC),6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the labeling: Fluid Retention and Edema [see Warnings and Precautions ( 5.1 )] Hematologic Toxicity [see Warnings and Precautions ( 5.2 )] Congestive Heart Failure and Left Ventricular Dysfunction [see Warnings an,1 INDICATIONS AND USAGE Imatinib mesylate is a kinase inhibitor indicated for the treatment of:
imiglucerase,imiglucerase,1.0,imiglucerase,Cerezyme,IMIGLUCERASE,Genzyme Corporation,,0,0,7,2,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Hypersensitivity Reactions Including Anaphylaxis [see Warnings and Precautions (5.1) ] Infusion-Associated Reactions [see Warnings and Precautions (5.2) ] Adverse reactions reported in,1 INDICATIONS AND USAGE CEREZYME is indicated for the treatment of non-central nervous system (CNS) manifestations of Type 1 or Type 3 Gaucher disease in adults and pediatric patients
imipramine,imipramine,0.95,imipramine,Imipramine Hydrochloride,IMIPRAMINE HYDROCHLORIDE,"Bryant Ranch Prepack | NuCare Pharmaceuticals, Inc. | REMEDYREPACK INC.",,10,10,11,5,"WARNINGS Clinical Worsening and Suicide Risk Patients with major depressive disorder (MDD), both adult and pediatric, may experience worsening of their depression and/or the emergence of suicidal ideation and behavior (suicidality) or unusual changes in behavior, whether or not they are taking antid","Drug Interactions Drugs Metabolized by P450 2D6 : The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of the Caucasian population (about 7% to 10% of Caucasians are so-called ""poor metabolizers""); reliable estimates of the pr",ADVERSE REACTIONS Note,INDICATIONS AND USAGE Depression -For the relief of symptoms of depression
imiquimod,imiquimod,0.0,imiquimod,Imiquimod | Zyclara,IMIQUIMOD,"Bausch Health US, LLC | Bryant Ranch Prepack | Padagis Israel Pharmaceuticals Ltd",,0,0,11,5,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,1 INDICATIONS AND USAGE Imiquimod Cream is indicated for the topical treatment of:
immunoglobin,immunoglobulin,0.98,immunoglobulin,GUNA-FLAM | GUNA-HEMORRHOIDS | QIVIGY kthm,ACONITUM NAPELLUS - APIS MELLIFERA - ATROPA BELLADONNA - BASIC CUPRIC CARBONATE - BRYONIA ALBA ROOT - CALCIUM SULFIDE - CITRIC ACID MONOHYDRATE - FERRIC PHOSPHATE - INTERLEUKIN-10 - MELATONIN - METENKEFALIN - PHYTOLACCA AMERICANA ROOT - RANCID BEEF - SODIUM PYRUVATE - SUS SCROFA CONJUNCTIVA - SUS SCROFA PINEAL GLAND - SUS SCROFA PITUITARY GLAND - TRANSFORMING GROWTH FACTOR BETA-1 - ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT - | ACTIVATED CHARCOAL - ARNICA MONTANA - ATROPA BELLADONNA - CANAKINUMAB - HYDROCOTYLE ASIATICA EXTRACT - AESCULUS HIPPOCASTANUM FLOWER - MELISSA OFFICINALIS - PAEONIA OFFICINALIS ROOT - PODOPHYLLUM PELTATUM ROOT - PORK LIVER - STRYCHNOS NUX-VOMICA SEED - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA VEIN - HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK - ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT - | HUMAN IMMUNOGLOBULIN G,Guna spa | Kedrion S.p.A.,,5,7,11,1,WARNINGS Stop use and ask doctor if symptoms persist more than 5 days,"7 DRUG INTERACTION The passive transfer of antibodies may: Interfere with the response to live virus vaccines, such as measles, rubella, mumps and varicella","6 ADVERSE REACTIONS The most common adverse reactions observed in ≥ 5% of patients were headache, fatigue, nausea, infusion-related reaction, Coombs direct test positive, sinusitis, dizziness and diarrhea",Take 15 minutes before meals
immunoglobulin,immunoglobulin,0.95,immunoglobulin,GUNA-FLAM | GUNA-HEMORRHOIDS | QIVIGY kthm,ACONITUM NAPELLUS - APIS MELLIFERA - ATROPA BELLADONNA - BASIC CUPRIC CARBONATE - BRYONIA ALBA ROOT - CALCIUM SULFIDE - CITRIC ACID MONOHYDRATE - FERRIC PHOSPHATE - INTERLEUKIN-10 - MELATONIN - METENKEFALIN - PHYTOLACCA AMERICANA ROOT - RANCID BEEF - SODIUM PYRUVATE - SUS SCROFA CONJUNCTIVA - SUS SCROFA PINEAL GLAND - SUS SCROFA PITUITARY GLAND - TRANSFORMING GROWTH FACTOR BETA-1 - ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT - | ACTIVATED CHARCOAL - ARNICA MONTANA - ATROPA BELLADONNA - CANAKINUMAB - HYDROCOTYLE ASIATICA EXTRACT - AESCULUS HIPPOCASTANUM FLOWER - MELISSA OFFICINALIS - PAEONIA OFFICINALIS ROOT - PODOPHYLLUM PELTATUM ROOT - PORK LIVER - STRYCHNOS NUX-VOMICA SEED - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA VEIN - HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK - ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT - | HUMAN IMMUNOGLOBULIN G,Guna spa | Kedrion S.p.A.,,5,7,11,1,WARNINGS Stop use and ask doctor if symptoms persist more than 5 days,"7 DRUG INTERACTION The passive transfer of antibodies may: Interfere with the response to live virus vaccines, such as measles, rubella, mumps and varicella","6 ADVERSE REACTIONS The most common adverse reactions observed in ≥ 5% of patients were headache, fatigue, nausea, infusion-related reaction, Coombs direct test positive, sinusitis, dizziness and diarrhea",Take 15 minutes before meals
immunoglobulin g,immunoglobulin g,0.0,immunoglobulin g,GUNA-FLAM | GUNA-HEMORRHOIDS | QIVIGY kthm,ACONITUM NAPELLUS - APIS MELLIFERA - ATROPA BELLADONNA - BASIC CUPRIC CARBONATE - BRYONIA ALBA ROOT - CALCIUM SULFIDE - CITRIC ACID MONOHYDRATE - FERRIC PHOSPHATE - INTERLEUKIN-10 - MELATONIN - METENKEFALIN - PHYTOLACCA AMERICANA ROOT - RANCID BEEF - SODIUM PYRUVATE - SUS SCROFA CONJUNCTIVA - SUS SCROFA PINEAL GLAND - SUS SCROFA PITUITARY GLAND - TRANSFORMING GROWTH FACTOR BETA-1 - ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT - | ACTIVATED CHARCOAL - ARNICA MONTANA - ATROPA BELLADONNA - CANAKINUMAB - HYDROCOTYLE ASIATICA EXTRACT - AESCULUS HIPPOCASTANUM FLOWER - MELISSA OFFICINALIS - PAEONIA OFFICINALIS ROOT - PODOPHYLLUM PELTATUM ROOT - PORK LIVER - STRYCHNOS NUX-VOMICA SEED - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA VEIN - HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK - ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT - | HUMAN IMMUNOGLOBULIN G,Guna spa | Kedrion S.p.A.,,5,7,11,1,WARNINGS Stop use and ask doctor if symptoms persist more than 5 days,"7 DRUG INTERACTION The passive transfer of antibodies may: Interfere with the response to live virus vaccines, such as measles, rubella, mumps and varicella","6 ADVERSE REACTIONS The most common adverse reactions observed in ≥ 5% of patients were headache, fatigue, nausea, infusion-related reaction, Coombs direct test positive, sinusitis, dizziness and diarrhea",Take 15 minutes before meals
