ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
eugenol,eugenol,0.99,eugenol,Chemstat | Oligo Bio Iodine | Teething Drops 2120,"CHELIDONIUM MAJUS, IODIUM, LYCOPUS VIRGINICUS, GINKGO BILOBA, PINUS SYLVESTRIS, FUCUS VESICULOSUS, SPONGIA TOSTA, GERMANIUM SESQUIOXIDE, HYPOPHYSIS SUIS, THYROIDINUM (SUIS), CYSTEINUM, MANGANESE GLUCONATE, ALPHA-KETOGLUTARICUM ACIDUM, CALCAREA CARBONICA, FERRUM IODATUM, FUMARICUM ACIDUM, KALI IODATUM, NATRUM OXALACETICUM, PULSATILLA (VULGARIS), ARGENTUM METALLICUM, AURUM METALLICUM, CUPRUM METALLICUM, EUGENOL, FORMALINUM, LIDOCAINE, MERCURIUS SOLUBILIS, MOLYBDENUM METALLICUM, NICCOLUM METALLICUM, | GLYCERINUM, TARAXACUM OFFICINALE, PHYTOLACCA DECANDRA, ARSENICUM ALBUM, NITRICUM ACIDUM, NUX VOMICA, PETROLEUM, PHOSPHORICUM ACIDUM, PHOSPHORUS, ACETYLSALICYLICUM ACIDUM, GLONOINUM, INSULINUM (HUMAN), LITHIUM CARBONICUM, THYROIDINUM (SUIS), ACETICUM ACIDUM, BENZOICUM ACIDUM, BENZYL ALCOHOL, BORICUM ACIDUM, CHLORINUM, CORTISONE ACETICUM, EUGENOL, FOLLICULINUM, ISOPROPYL PALMITATE, LACTICUM ACIDUM, PETROLEUM JELLY, PHENYL BUTAZONE, PLUMBUM METALLICUM, POTASSIUM SORBATE, RESORCINUM, SALICYLICUM ACIDUM, | TEETHING DROPS","BioActive Nutritional, Inc. | Energique, Inc. | Professional Complementary Health Formulas",,5,0,0,2,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,"INDICATIONS: May temporarily relieve weakness and exhaustion, minor abdominal cramps, bloating, and vomiting.** **Claims based on traditional homeopathic practice, not accepted medical evidence"
everolimus,everolimus,1.0,everolimus,Afinitor | Afinitor Disperz | Everolimus,EVEROLIMUS,"Ascend Laboratories, LLC | Breckenridge Pharmaceutical, Inc. | Novartis Pharmaceuticals Corporation",,0,8,9,5,,DRUG INTERACTIONS P-gp and strong CYP3A4 inhibitors: Avoid concomitant use,ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the labeling: Non-Infectious Pneumonitis [see Warnings and Precautions (5.1) ] Infections [see Warnings and Precautions (5.2) ] Severe Hypersensitivity Reactions [see Warnings and Precautions (5.3) ] Angioedema with,"INDICATIONS AND USAGE Everolimus tablets are a kinase inhibitor indicated for the treatment of: Postmenopausal women with advanced hormone receptor-positive, HER2-negative breast cancer in combination with exemestane after failure of treatment with letrozole or anastrozole"
evolocumab,evolocumab,1.0,evolocumab,REPATHA,EVOLOCUMAB,Amgen USA Inc.,,0,0,11,5,,,6 ADVERSE REACTIONS The following adverse reactions are also discussed in other sections of the label: Hypersensitivity Reactions [see Warnings and Precautions (5.1) ] Common (> 5% of patients treated with REPATHA and more frequently than placebo) adverse reactions in adults with: Primary hyperchole,"1 INDICATIONS AND USAGE REPATHA is indicated: To reduce the risk of major adverse cardiovascular (CV) events (CV death, myocardial infarction, stroke, unstable angina requiring hospitalization, or coronary revascularization) in adults at increased risk for these events"
exemestane,exemestane,1.0,exemestane,EXEMESTANE | Exemestane,EXEMESTANE,"Breckenridge Pharmaceutical, Inc. | Bryant Ranch Prepack | Mylan Pharmaceuticals Inc.",,0,5,15,4,,7 DRUG INTERACTIONS Strong CYP 3A4 inducers: Concomitant use of strong CYP 3A4 inducers decreases exemestane exposure,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Reductions in Bone Mineral Density (BMD) [see Warnings and Precautions (5.1) ] Early breast cancer: Adverse reactions occurring in ≥10% of patients in any treatment group (exemestane t,1 INDICATIONS AND USAGE Exemestane tablets are an aromatase inhibitor indicated for: adjuvant treatment of postmenopausal women with estrogen-receptor positive early breast cancer who have received two to three years of tamoxifen and are switched to exemestane tablets for completion of a total of fi
exenatide,exenatide,0.99,exenatide,Byetta | Exenatide,EXENATIDE,Amneal Pharmaceuticals LLC | AstraZeneca Pharmaceuticals LP,,0,10,15,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following serious adverse reactions are described below or elsewhere in the prescribing information:,1 INDICATIONS AND USAGE BYETTA is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus
ezetimibe,ezetimibe,1.0,ezetimibe,EZETIMIBE | Ezetimibe and Simvastatin,EZETIMIBE | EZETIMIBE AND SIMVASTATIN,"Actavis Pharma, Inc. | Bryant Ranch Prepack | Dr.Reddys Laboratories Inc",,0,10,7,5,,7 DRUG INTERACTIONS Ezetimibe and S imvastatin See full prescribing information for details regarding concomitant use of ezetimibe and simvastatin tablets with other drugs or grapefruit juice that increase the risk of myopathy and rhabdomyolysis,6 ADVERSE REACTIONS The following serious adverse reactions are discussed in greater detail in other sections of the label: Myopathy and Rhabdomyolysis [see Warnings and Precautions ( 5.1 )] Immune-Mediated Necrotizing Myopathy [see Warnings and Precautions ( 5.2 )] Hepatic Dysfunction [see Warnings,1 INDICATIONS AND USAGE Ezetimibe and simvastatin tablets Ezetimibe and simvastatin tablets are a combination of simvastatin and ezetimibe indicated: As an adjunct to diet to reduce elevated low density lipoprotein cholesterol (LDL-C): In adults with primary hyperlipidemia
factor viii,factor VIII,0.99,factor VIII,Estradiol Vaginal,ESTRADIOL,A-S Medication Solutions,,10,10,13,4,WARNINGS Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive use,"7 DRUG INTERACTIONS See also Contraindications (4), Clinical Pharmacology (12.3) ",6 ADVERSE REACTIONS Severe or life-threatening skin reactions have been reported with the use of LEXIVA [see Warnings and Precautions (5.2)],1 INDICATIONS AND USAGE LEXIVA ® is indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus (HIV-1) infection
famciclovir,famciclovir,1.0,famciclovir,Famciclovir,FAMCICLOVIR,"Camber Pharmaceuticals, Inc. | PD-Rx Pharmaceuticals, Inc. | Proficient Rx LP",,0,10,10,5,,7 DRUG INTERACTIONS Probenecid: May increase penciclovir levels,6 ADVERSE REACTIONS Acute renal failure is discussed in greater detail in other sections of the label [see Warnings and Precautions ( 5 )],"1 INDICATIONS & USAGE Famciclovir tablet, a prodrug of penciclovir, is a deoxynucleoside analog DNA polymerase inhibitor indicated for: Immunocompetent Adult Patients ( 1.1 )"
famotidine,famotidine,0.95,famotidine,Famotidine,FAMOTIDINE,"Northwind Health Company, LLC | PD-Rx Pharmaceuticals, Inc. | Wal-Mart Stores, Inc.",,1,10,10,5,Warnings Allergy alert: Do not use if you are allergic to famotidine or other acid reducers,7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS The most common adverse reactions are: headache, dizziness, constipation, and diarrhea",1 INDICATIONS AND USAGE Famotidine tablets are indicated in adult and pediatric patients 40 kg and greater for the treatment of:
febuxostat,febuxostat,0.95,febuxostat,Febuxostat | febuxostat,FEBUXOSTAT,Aurobindo Pharma Limited | MAJOR PHARMACEUTICALS | Zydus Lifesciences Limited,,0,10,12,4,,"7 DRUG INTERACTIONS Concomitant administration of febuxostat with XO substrate drugs, azathioprine or mercaptopurine could increase plasma concentrations of these drugs resulting in severe toxicity",6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the prescribing information: Cardiovascular Death [see Warnings and Precautions (5.1) ] Hepatic Effects [see Warnings and Precautions (5.3) ] Serious Skin Reactions [see Warnings and Precautions (5.4) ] Adverse re,"1 INDICATIONS AND USAGE Febuxostat is a xanthine oxidase (XO) inhibitor indicated for the chronic management of hyperuricemia in adult patients with gout who have an inadequate response to a maximally titrated dose of allopurinol, who are intolerant to allopurinol, or for whom treatment with allopur"
felodipine,felodipine,0.95,felodipine,FELODIPINE | Felodipine,FELODIPINE,Bryant Ranch Prepack | Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,,0,10,10,5,,Drug Interactions CYP3A4 Inhibitors Felodipine is metabolized by CYP3A4,"ADVERSE REACTIONS In controlled studies in the United States and overseas, approximately 3000 patients were treated with felodipine as either the extended-release or the immediate-release formulation","INDICATIONS AND USAGE Felodipine extended-release tablets, USP are indicated for the treatment of hypertension, to lower blood pressure"
fenofibrate,fenofibrate,1.0,fenofibrate,Fenofibrate,FENOFIBRATE,"A-S Medication Solutions | Aurobindo Pharma Limited | Northwind Health Company, LLC",,10,10,14,5,"WARNINGS Hepatotoxicity: Serious drug-induced liver injury (DILI), including liver transplantation and death, have been reported postmarketing with fenofibrate",7 DRUG INTERACTIONS Coumarin anticoagulants: ( 7.1 ),6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in the labeling:,"1 INDICATIONS AND USAGE Fenofibrate tablet USP is a peroxisome proliferator-activated receptor (PPAR) alpha agonist indicated as an adjunct to diet: To reduce elevated LDL-C, Total-C, TG and Apo B, and to increase HDL-C in adult patients with primary hypercholesterolemia or mixed dyslipidemia ( 1.1 "
fenofibric acid,fenofibric acid,0.99,fenofibric acid,FENOFIBRIC ACID DELAYED-RELEASE | Fenofibric Acid,FENOFIBRIC ACID,Alembic Pharmaceuticals Inc. | Amneal Pharmaceuticals of New York LLC | Laurus Labs Limited,,0,10,9,5,,7 DRUG INTERACTIONS Coumarin Anticoagulants: ( 7.1 ),6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in the labeling: Mortality and coronary heart disease morbidity [see Warnings and Precautions ( 5.1 )] Hepatoxicity [see Warnings and Precautions ( 5.2 )] Pancreatitis [see Warnings and Precautions ( 5.7 )],1 INDICATIONS AND USAGE Fenofibric acid delayed-release capsules are peroxisome proliferator-activated receptor (PPAR) alpha agonist indicated as adjunctive therapy to diet to: Reduce TG in patients with severe hypertriglyceridemia ( 1.1 )
fenoprofen,fenoprofen,0.99,fenoprofen,FENOPROFEN CALCIUM | FENOPRON TM | NALFON,FENOPROFEN CALCIUM,"Galt Pharmaceuticals, LLC | Proficient Rx LP",,10,10,15,5,"WARNINGS Cardiovascular Effects Cardiovascular Thrombotic Events Clinical trials of several COX-2 selective and nonselective NSAIDs of up to 3 years duration have shown an increased risk of serious cardiovascular (CV) thrombotic events, including myocardial infarction (MI) and stroke, which can be f",Drug Interactions ACE Inhibitors Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE inhibitors,"ADVERSE REACTIONS During clinical studies for rheumatoid arthritis, osteoarthritis or mild to moderate pain and studies of pharmacokinetics, complaints were compiled from a checklist of potential adverse reactions, and the following data emerged","INDICATIONS AND USAGE Carefully consider the potential benefits and risks of NALFON tablets, USP and other treatment options before deciding to use NALFON tablets"
fentanyl,fentanyl,0.95,fentanyl,FENTANYL | Fentanyl Citrate,FENTANYL | FENTANYL CITRATE,"Apotex Corp. | Fresenius Kabi USA, LLC",,0,10,14,5,,7 DRUG INTERACTIONS Table 2 includes clinically significant drug interactions with Fentanyl Citrate Injection,"6 ADVERSE REACTIONS The following serious adverse reactions are described, or described in greater detail, in other sections:",1 INDICATIONS AND USAGE Fentanyl Citrate Injection is indicated for:
ferric cl,ferric chloride,0.95,ferric chloride,MEB Gluco-Vitality Patch | MEB PainGuard Patch | MEB Puri-Mega | N-13,"CEANOTHUS AMERICANUS LEAF, URTICA URENS, SODIUM CHLORIDE, LACHESIS MUTA WHOLE, CINCHONA OFFICINALIS BARK, LYCOPODIUM CLAVATUM WHOLE, FERRIC CHLORIDE HEXAHYDRATE, AND SUS SCROFA SPLEEN | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH | MEB PURI-MEGA","DNA Labs, Inc. | Kadesh Incoporation Co,Ltd",,5,0,0,4,"Do not Use *If the needles inside the patch do not cause a tingling sensation, do not use it and replace it with a new patch",,,"The MEB PainGuard Patch is designed to provide effective pain relief and treat various types of pain, providing fast-acting and long-lasting relief from pain, helping to alleviate discomfort caused by muscle pain, nerve pain, and other common types of pain"
ferric hydroxide polymaltose,ferric hydroxide polymaltose,0.95,ferric hydroxide polymaltose,Betadine,POVIDONE-IODINE,"Atlantis Consumer Healthcare, Inc.",,1,2,4,2,Warnings For external use only,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,Uses Multi-purpose mineral powder provides broad-spectrum SPF 46 PA+++ protection
ferric hydroxide saccharate complex,ferric hydroxide saccharate,0.95,ferric hydroxide saccharate,Betadine,POVIDONE-IODINE,"Atlantis Consumer Healthcare, Inc.",,1,2,4,2,Warnings For external use only,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,Uses Multi-purpose mineral powder provides broad-spectrum SPF 46 PA+++ protection
ferric oxide,ferric oxide,0.99,ferric oxide,Aveeno Anti-Itch Concentrated | Calamine Plus | Powder,"CALAMINE PLUS PRAMOXINE HCL | TITANIUM DIOXIDE | ZINC OXIDE, FERRIC OXIDE RED, AND PRAMOXINE HYDROCHLORIDE",Kenvue Brands LLC | Meijer Distribution Inc. | Oxygen Development LLC,,8,0,0,1,Warnings For external use only,,,"Uses temporarily relieves pain and itching associated with: insect bites rashes minor skin irritations minor cuts dries the oozing and weeping of poison ivy, poison oak and poison sumac"
ferric pyrophosphate,ferric pyrophosphate,0.99,ferric pyrophosphate,Bestmade Natural Products Bio1 | Bestmade Natural Products Bio3 | Bestmade Natural Products Ferr Phos,"CALC PHOS, FERR PHOS, KALI PHOS, NAT MUR | CALC PHOS, FERR PHOS, MAG PHOS, NAT SULPH | FERR PHOS",Bestmade Natural Products,,7,0,0,3,Warnings and Storage: Ask a professional before use if pregnant or breastfeeding or if you have severe symptoms,,,"Uses Temporarily relieves occasional poor appetite, tiredness, vomiting, congestion, aches, elevated body temperature, and headaches.* *CLAIMS BASED ON TRADITIONAL HOMEOPATHIC PRACTICE, NOT ACCEPTED MEDICAL EVIDENCE"
ferric pyrophsphate,ferric pyrophosphate,0.99,ferric pyrophosphate,Bestmade Natural Products Bio1 | Bestmade Natural Products Bio3 | Bestmade Natural Products Ferr Phos,"CALC PHOS, FERR PHOS, KALI PHOS, NAT MUR | CALC PHOS, FERR PHOS, MAG PHOS, NAT SULPH | FERR PHOS",Bestmade Natural Products,,7,0,0,3,Warnings and Storage: Ask a professional before use if pregnant or breastfeeding or if you have severe symptoms,,,"Uses Temporarily relieves occasional poor appetite, tiredness, vomiting, congestion, aches, elevated body temperature, and headaches.* *CLAIMS BASED ON TRADITIONAL HOMEOPATHIC PRACTICE, NOT ACCEPTED MEDICAL EVIDENCE"
ferric saccharate,ferric saccharate,0.99,ferric saccharate,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE | MEB Gluco-Vitality Patch | MEB PainGuard Patch","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Bryant Ranch Prepack | Kadesh Incoporation Co,Ltd",,10,9,10,5,"WARNINGS Abuse, Misuse, and Addiction DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE TABLETS has a high potential for abuse and misuse",Drug Interactions MAO Inhibitors Concomitant use of MAOIs and CNS stimulants can cause hypertensive crisis,"ADVERSE REACTIONS Cardiovascular Palpitations, tachycardia, elevation of blood pressure, sudden death, myocardial infarction","INDICATIONS AND USAGE Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate Tablets (Mixed Salts of a Single Amphetamine Product) are indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) and Narcolepsy"
ferrous,ferrous,0.99,ferrous,Ferrum Quartz | Integra F | PNV-DHA,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | FERROUS FUMARATE AND POLYSACCHRIDE IRON COMPLEX AND FOLIC ACID | FERRUM QUARTZ","Acella Pharmaceuticals, LLC | U.S. Pharmaceutical Corporation | Uriel Pharmacy, Inc.",,2,0,8,2,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)",,Adverse Reactions: Folic Acid: Allergic sensitizations have been reported following both oral and parenteral administration of folic acid,"INDICATIONS: Integra FTM is indicated for the treatment of iron deficiency anemia, and folate deficiency anemia"
ferrous bis,ferrous bisglycinate,0.95,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
ferrous bisglycenate,ferrous bisglycinate,0.99,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
ferrous bisglycinate,ferrous bisglycinate,0.99,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
ferrous bisglycinate chelate,ferrous bisglycinate,0.95,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
ferrous bisglyicinate,ferrous bisglycinate,0.98,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
ferrous bisglysimate folic acid,ferrous bisglycinate,0.95,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
ferrous fumarate,ferrous fumarate,0.99,ferrous fumarate,Integra F | PNV-DHA | PRENATE Restore,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, BIOTIN, CALCIUM CARBONATE, FERROUS FUMARATE, MAGNESIUM OXIDE, LACTIC ACID AND DOCONEXENT | ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | FERROUS FUMARATE AND POLYSACCHRIDE IRON COMPLEX AND FOLIC ACID","Acella Pharmaceuticals, LLC | Avion Pharmaceuticals, LLC | U.S. Pharmaceutical Corporation",,2,0,8,2,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)",,Adverse Reactions: Folic Acid: Allergic sensitizations have been reported following both oral and parenteral administration of folic acid,"INDICATIONS: Integra FTM is indicated for the treatment of iron deficiency anemia, and folate deficiency anemia"
ferrous fumerate,ferric fumarate,0.95,ferric fumarate,Acid Reducer | Calcium Acetate,CALCIUM ACETATE | ESOMEPRAZOLE MAGNESIUM,"CVS Pharmacy | Cipla USA Inc.,",,3,9,13,2,Warnings Allergy alert : Do not use if you are allergic to esomeprazole,"7 DRUG INTERACTIONS The drug interaction of calcium acetate is characterized by the potential of calcium to bind to drugs with anionic functions (e.g., carboxyl, and hydroxyl groups)",6 ADVERSE REACTIONS Hypercalcemia is discussed elsewhere [see Warnings and Precautions (5.1) ],1 INDICATIONS AND USAGE Calcium acetate is a phosphate binder indicated to reduce serum phosphorus in patients with end stage renal disease (ESRD)
ferrous gluconate,ferrous gluconate,0.95,ferrous gluconate,CitraNatal 90 DHA | Embriva | Gestyra,"ASCORBIC ACID, CHOLECALCIFEROL, THIAMINE, PYRIDOXAL PHOSPHATE, FOLIC ACID, METHYLCOBALAMIN, CALCIUM CARBONATE, FERROUS GLUCONATE, POTASSIUM IODIDE | VITAMIN C, CALCIUM, IRON, VITAMIN D3, VITAMIN E, THIAMIN, RIBOFLAVIN, NIACINAMIDE, VITAMIN B6, FOLIC ACID, IODINE, ZINC, COPPER, DOCUSATE SODIUM","Mission Pharmacal Company | Oncora Pharma LLC | Oncora Pharma, LLC",,3,0,1,1,WARNINGS WARNING: Accidental overdose of iron-containing products is a leading cause of fatal poisoning in children under age 6,,ADVERSE REACTIONS Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS AND USAGE Prenatal and Postnatal prescriptive Folic Acid
ferrous gluonate,ferrous gluconate,0.95,ferrous gluconate,CitraNatal 90 DHA | Embriva | Gestyra,"ASCORBIC ACID, CHOLECALCIFEROL, THIAMINE, PYRIDOXAL PHOSPHATE, FOLIC ACID, METHYLCOBALAMIN, CALCIUM CARBONATE, FERROUS GLUCONATE, POTASSIUM IODIDE | VITAMIN C, CALCIUM, IRON, VITAMIN D3, VITAMIN E, THIAMIN, RIBOFLAVIN, NIACINAMIDE, VITAMIN B6, FOLIC ACID, IODINE, ZINC, COPPER, DOCUSATE SODIUM","Mission Pharmacal Company | Oncora Pharma LLC | Oncora Pharma, LLC",,3,0,1,1,WARNINGS WARNING: Accidental overdose of iron-containing products is a leading cause of fatal poisoning in children under age 6,,ADVERSE REACTIONS Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS AND USAGE Prenatal and Postnatal prescriptive Folic Acid
ferrous glycinate,ferrous glycinate,0.99,ferrous glycinate,HealthWise Pain Relief Lidocaine Patch,LIDOCAINE 4%,Veridian Healthcare,,9,0,1,1,WARNINGS For External use only,,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: FeRivaFA ™ is a multivitamin/multimineral dietary supplement indicated for use in improving the nutritional status of patients with iron deficiency
ferrous glycine sulphate,ferrous glycinate,0.98,ferrous glycinate,HealthWise Pain Relief Lidocaine Patch,LIDOCAINE 4%,Veridian Healthcare,,9,0,1,1,WARNINGS For External use only,,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: FeRivaFA ™ is a multivitamin/multimineral dietary supplement indicated for use in improving the nutritional status of patients with iron deficiency
ferrous glycine sulphate complex,ferrous glycinate,0.95,ferrous glycinate,HealthWise Pain Relief Lidocaine Patch,LIDOCAINE 4%,Veridian Healthcare,,9,0,1,1,WARNINGS For External use only,,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: FeRivaFA ™ is a multivitamin/multimineral dietary supplement indicated for use in improving the nutritional status of patients with iron deficiency
ferrous sulfate,ferrous sulfate,0.95,ferrous sulfate,FERRUM SULPHURICUM | Ferrum Quartz | Recovatone,"FERROUS SULFATE | FERRUM QUARTZ | GLYCYRRHIZA GLABRA, KALI MURIATICUM, KALI PHOSPHORICUM, IODIUM, ZINCUM GLUCONICUM, PHOSPHORUS, ASCORBICUM ACIDUM, CALCIUM GLUCONATE, L-ARGININE, L-CARNITINE, L-ORNITHINE, MAGNESIA MURIATICA, MAGNESIUM GLUCONICUM DIHYDRICUM, MANGANESE GLUCONATE, NATRUM MURIATICUM, COBALT GLUCONATE, COPPER GLUCONATE, CREATINE, L-GLUTAMINE, L-LEUCINE, L-VALINE, POTASSIUM GLUCONATE, SELENIUM DIOXIDE, ADRENALINUM, BORON, CALCAREA PHOSPHORICA, FERRUM SULPHURICUM, MOLYBDENUM, NICCOLUM METALLICUM, SELENIUM METALLICUM,","Boiron | Energique, Inc. | Uriel Pharmacy, Inc.",,7,0,0,1,"Warnings: Claims based on traditional homeopathic practice, not accepted medical evidence",,,Directions: FOR ORAL USE ONLY
ferrous sulfate heptahydrate,ferrous sulfate,0.99,ferrous sulfate,FERRUM SULPHURICUM | Ferrum Quartz | Recovatone,"FERROUS SULFATE | FERRUM QUARTZ | GLYCYRRHIZA GLABRA, KALI MURIATICUM, KALI PHOSPHORICUM, IODIUM, ZINCUM GLUCONICUM, PHOSPHORUS, ASCORBICUM ACIDUM, CALCIUM GLUCONATE, L-ARGININE, L-CARNITINE, L-ORNITHINE, MAGNESIA MURIATICA, MAGNESIUM GLUCONICUM DIHYDRICUM, MANGANESE GLUCONATE, NATRUM MURIATICUM, COBALT GLUCONATE, COPPER GLUCONATE, CREATINE, L-GLUTAMINE, L-LEUCINE, L-VALINE, POTASSIUM GLUCONATE, SELENIUM DIOXIDE, ADRENALINUM, BORON, CALCAREA PHOSPHORICA, FERRUM SULPHURICUM, MOLYBDENUM, NICCOLUM METALLICUM, SELENIUM METALLICUM,","Boiron | Energique, Inc. | Uriel Pharmacy, Inc.",,7,0,0,1,"Warnings: Claims based on traditional homeopathic practice, not accepted medical evidence",,,Directions: FOR ORAL USE ONLY
