ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
tazarotene,tazarotene,0.95,tazarotene,TAZORAC | Tazarotene | tazarotene,TAZAROTENE,"Almirall, LLC | Mayne Pharma | Mayne Pharma Inc.",,0,4,10,4,,7 DRUG INTERACTIONS No formal drug-drug interaction studies were conducted with TAZORAC Cream,6 ADVERSE REACTIONS The following serious adverse reactions are discussed in more detail in other sections of the labeling: Embryofetal toxicity [see Warnings and Precautions ( 5.1 )] Photosensitivity and Risk of Sunburn [see Warnings and Precautions ( 5.3 )] Plaque psoriasis: Most common adverse re,1 INDICATIONS AND USAGE TAZORAC ® Cream 0.05% and 0.1% is a retinoid indicated for the topical treatment of plaque psoriasis
tedizolid phosphate,tedizolid,0.99,tedizolid phosphate,SIVEXTRO,TEDIZOLID PHOSPHATE,Merck Sharp & Dohme LLC,,0,5,13,5,,"7 DRUG INTERACTIONS Orally administered SIVEXTRO inhibits Breast Cancer Resistance Protein (BCRP) in the intestine, which can increase the plasma concentrations of orally administered BCRP substrates, and the potential for adverse reactions","6 ADVERSE REACTIONS The most common adverse reactions (≥2%) in adult patients are nausea, headache, diarrhea, infusion",1 INDICATIONS AND USAGE SIVEXTRO is an oxazolidinone antibacterial indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) caused by designated susceptible microorganisms in adult and pediatric patients (at least 26 weeks gestational age and weighing at least 1 kg)
tegobetain,tego betaine,0.95,tego betaine,Antibacterial 2X | Moisturizing Antibacterial,BENZALKONIUM CHLORIDE,Sante Manufacturing Inc | Walmart Inc.,,1,0,0,1,Warnings For external use only: hands only,,,Use For handwashing to decrease bacteria on the skin
telmisartan,telmisartan,0.95,telmisartan,Telmisartan and Amlodipine | telmisartan | telmisartan and hydrochlorothiazide,TELMISARTAN | TELMISARTAN AND AMLODIPINE | TELMISARTAN AND HYDROCHLOROTHIAZIDE,Alembic Pharmaceuticals Limited | Lifestar Pharma LLC | REMEDYREPACK INC.,,0,10,7,5,,7 DRUG INTERACTIONS Aliskiren: Do not co-administer aliskiren with telmisartan in patients with diabetes,"6 ADVERSE REACTIONS The following adverse reaction is described elsewhere in labeling: Renal dysfunction upon use with ramipril [see Warnings and Precautions (5.6) ] Hypertension: The most common adverse events (≥1%) reported in hypertension trials are back pain, sinusitis, and diarrhea ( 6.1 ) Card","1 INDICATIONS AND USAGE Telmisartan tablets, USP are an angiotensin II receptor blocker (ARB) indicated for: Treatment of hypertension, to lower blood pressure"
temazepam,temazepam,0.99,temazepam,Temazepam | temazepam,TEMAZEPAM,AvPAK | Bryant Ranch Prepack,,10,5,4,3,"WARNINGS Risks from Concomitant Use with Opioids Concomitant use of benzodiazepines, including temazepam, and opioids may result in profound sedation, respiratory depression, coma, and death",Drug Interactions The concomitant use of benzodiazepines and opioids increases the risk of respiratory depression because of actions at different receptor sites in the CNS that control respiration,"ADVERSE REACTIONS During controlled clinical studies in which 1076 patients received temazepam at bedtime, the drug was well tolerated",INDICATIONS AND USAGE Temazepam capsules are indicated for the short-term treatment of insomnia (generally 7 to 10 days)
temozolomide,temozolomide,1.0,temozolomide,TEMODAR | Temozolomide | temozolomide,TEMOZOLOMIDE,"Accord Healthcare Inc. | Merck Sharp & Dohme LLC | Nivagen Pharmaceuticals, Inc.",,0,0,10,5,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Myelosuppression [see Warnings and Precautions (5.1) ] Hepatotoxicity [see Warnings and Precautions (5.2) ] Pneumocystis Pneumonia [see Warnings and Precautions (5.3) ] Secondary Malig,1 INDICATIONS AND USAGE TEMODAR is an alkylating drug indicated for the treatment of adults with: Newly diagnosed glioblastoma concomitantly with radiotherapy and then as maintenance treatment
temsirolimus,temsirolimus,1.0,temsirolimus,Temsirolimus | Torisel,TEMSIROLIMUS | TEMSIROLIMUS INJECTION,"Almaject, Inc. | Fresenius Kabi USA, LLC | Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",,0,8,6,2,,7 DRUG INTERACTIONS Strong inducers of CYP3A4/5 and inhibitors of CYP3A4 may affect concentrations of the primary metabolite of Temsirolimus injection,6 ADVERSE REACTIONS The following serious adverse reactions have been associated with Temsirolimus injection in clinical trials and are discussed in greater detail in other sections of the label [see Warnings and Precautions ( 5 )] ,1 INDICATIONS AND USAGE Temsirolimus injection is indicated for the treatment of advanced renal cell carcinoma
tenofovir alafenamide,tenofovir alafenamide,1.0,tenofovir alafenamide,Biktarvy | DESCOVY | Genvoya,"BICTEGRAVIR SODIUM, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE FUMARATE | ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE | EMTRICITABINE AND TENOFOVIR ALAFENAMIDE","A-S Medication Solutions | Gilead Sciences, Inc.",,0,10,13,2,,"7 DRUG INTERACTIONS Because BIKTARVY is a complete regimen, coadministration with other antiretroviral medications for the treatment of HIV-1 infection is not recommended",6 ADVERSE REACTIONS The following adverse reactions are discussed in other sections of the labeling: Severe Acute Exacerbations of Hepatitis B [see Warnings and Precautions (5.1) ] ,1 INDICATIONS AND USAGE BIKTARVY is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and pediatric patients weighing at least 14 kg: who have no antiretroviral treatment history or to replace the current antiretroviral regimen in th
terazocin,terazosin,0.98,terazosin,Terazosin,TERAZOSIN | TERAZOSIN HYDROCHLORIDE,"Aphena Pharma Solutions - Tennessee, LLC | Bionpharma Inc.",,10,3,10,5,"WARNINGS Syncope and “First-dose” Effect Terazosin capsules, like other alpha-adrenergic blocking agents, can cause marked lowering of blood pressure, especially postural hypotension, and syncope in association with the first dose or first few days of therapy","Drug Interactions In controlled trials, terazosin have been added to diuretics, and several beta-adrenergic blockers; no unexpected interactions were observed",ADVERSE REACTIONS Benign Prostatic Hyperplasia The incidence of treatment-emergent adverse events has been ascertained from clinical trials conducted worldwide,INDICATIONS AND USAGE Terazosin capsules are indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH)
terazosin,terazosin,0.99,terazosin,Terazosin,TERAZOSIN | TERAZOSIN HYDROCHLORIDE,"Aphena Pharma Solutions - Tennessee, LLC | Bionpharma Inc.",,10,3,10,5,"WARNINGS Syncope and “First-dose” Effect Terazosin capsules, like other alpha-adrenergic blocking agents, can cause marked lowering of blood pressure, especially postural hypotension, and syncope in association with the first dose or first few days of therapy","Drug Interactions In controlled trials, terazosin have been added to diuretics, and several beta-adrenergic blockers; no unexpected interactions were observed",ADVERSE REACTIONS Benign Prostatic Hyperplasia The incidence of treatment-emergent adverse events has been ascertained from clinical trials conducted worldwide,INDICATIONS AND USAGE Terazosin capsules are indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH)
terbinafine,terbinafine,0.95,terbinafine,Good Neighbor Pharmacy | Terbinafine,TERBINAFINE HYDROCHLORIDE,"Preferred Pharmaceuticals Inc. | Preferred Pharmaceuticals, Inc. | Proficient Rx LP",,9,10,11,3,Warnings For external use only Do not use,7 DRUG INTERACTIONS Terbinafine is an inhibitor of CYP450 2D6 isozyme and has an effect on metabolism of desipramine,"6 ADVERSE REACTIONS Common (greater than 2% of patients treated with terbinafine tablets) reported adverse events include headache, diarrhea, rash, dyspepsia, liver enzyme abnormalities, pruritus, taste disturbance, nausea, abdominal pain, and flatulence",1 INDICATIONS AND USAGE Terbinafine tablets are indicated for the treatment of onychomycosis of the toenail or fingernail due to dermatophytes (tinea unguium)
terbinafine hydrochloride,terbinafine,0.99,terbinafine,Good Neighbor Pharmacy | Terbinafine,TERBINAFINE HYDROCHLORIDE,"Preferred Pharmaceuticals Inc. | Preferred Pharmaceuticals, Inc. | Proficient Rx LP",,9,10,11,3,Warnings For external use only Do not use,7 DRUG INTERACTIONS Terbinafine is an inhibitor of CYP450 2D6 isozyme and has an effect on metabolism of desipramine,"6 ADVERSE REACTIONS Common (greater than 2% of patients treated with terbinafine tablets) reported adverse events include headache, diarrhea, rash, dyspepsia, liver enzyme abnormalities, pruritus, taste disturbance, nausea, abdominal pain, and flatulence",1 INDICATIONS AND USAGE Terbinafine tablets are indicated for the treatment of onychomycosis of the toenail or fingernail due to dermatophytes (tinea unguium)
terbutaline,terbutaline,0.95,terbutaline,TERBUTALINE SULFATE | Terbutaline Sulfate,TERBUTALINE SULFATE,Amneal Pharmaceuticals of New York LLC | Hikma Pharmaceuticals USA Inc. | Proficient Rx LP,,10,2,7,1,WARNINGS Deterioration of Asthma Asthma may deteriorate acutely over a period of hours or chronically over several days or longer,"Drug Interactions The concomitant use of terbutaline sulfate with other sympathomimetic agents is not recommended, since the combined effect on the cardiovascular system may be deleterious to the patient",ADVERSE REACTIONS Adverse reactions observed with terbutaline sulfate are similar to those commonly seen with other sympathomimetic amines,INDICATIONS AND USAGE Terbutaline sulfate is indicated for the prevention and reversal of bronchospasm in patients 12 years of age and older with asthma and reversible bronchospasm associated with bronchitis and emphysema
terconazole,terconazole,0.99,terconazole,Terconazole,TERCONAZOLE,A-S Medication Solutions | E. Fougera & Co. a division of Fougera Pharmaceuticals Inc. | Padagis Israel Pharmaceuticals Ltd,,2,1,11,2,WARNINGS Anaphylaxis and toxic epidermal necrolysis have been reported during terconazole therapy,Drug Interactions The therapeutic effect of terconazole is not affected by oral contraceptive usage,"ADVERSE REACTIONS Adverse Reactions from Clinical Trials Because clinical trials are conducted under widely varying conditions, adverse reaction rates observed in the clinical trials of a drug cannot be directly compared to rates in the clinical trials of another drug and may not reflect the rates o",INDICATIONS AND USAGE Terconazole vaginal cream 0.4% is indicated for the local treatment of vulvovaginal candidiasis (moniliasis)
teriflunomide,teriflunomide,1.0,teriflunomide,TERIFLUNOMIDE | Teriflunomide,TERIFLUNOMIDE,Accord Healthcare Inc. | Alembic Pharmaceuticals Limited | Mylan Pharmaceuticals Inc.,,0,10,15,2,,7 DRUG INTERACTIONS Effect of Teriflunomide Tablets on CYP2C8 Substrates Teriflunomide is an inhibitor of CYP2C8 in vivo ,6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the prescribing information:,"1 INDICATIONS AND USAGE Teriflunomide tablets are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults"
teriparatide,teriparatide,1.0,teriparatide,Bonsity | Forteo | teriparatide,TERIPARATIDE,"Alvogen Inc. | Alvogen, Inc. | Eli Lilly and Company",,0,3,11,5,,"7 DRUG INTERACTIONS Digoxin: Transient hypercalcemia may predispose patients to digitalis toxicity ( 5.5 , 7.1 ) 7.1 Digoxin Sporadic case reports have suggested that hypercalcemia may predispose patients to digitalis toxicity","6 ADVERSE REACTIONS Most common adverse reactions (>10%) include: arthralgia, pain, and nausea ( 6.1 ) To report SUSPECTED ADVERSE REACTIONS, contact Alvogen, Inc",1 INDICATIONS AND USAGE Teriparatide injection is indicated: For the treatment of postmenopausal women with osteoporosis at high risk for fracture (defined herein as having a history of osteoporotic fracture or multiple risk factors for fracture) or who have failed or are intolerant to other availab
terlipressin,terlipressin,0.99,terlipressin,Terlivaz,TERLIPRESSIN,Mallinckrodt Hospital Products Inc.,,0,0,10,4,,,"6 ADVERSE REACTIONS The following adverse reactions are discussed elsewhere in the labeling: Serious or Fatal Respiratory Failure [see Warnings and Precautions (5.1) ] Ischemic Events [see Warnings and Precautions (5.3) ] The most common adverse reactions (≥10%) include abdominal pain, nausea, respi",1 INDICATIONS AND USAGE TERLIVAZ is indicated to improve kidney function in adults with hepatorenal syndrome with rapid reduction in kidney function
ternidazole,metronidazole,0.99,metronidazole,METRONIDAZOLE | Metronidazole | metronidazole,METRONIDAZOLE | METRONIDAZOLE TOPICAL,"A-S Medication Solutions | Encube Ethicals, Inc. | Northwind Health Company, LLC",,10,10,12,5,WARNINGS Central and Peripheral Nervous System Effects Encephalopathy and peripheral neuropathy: Cases of encephalopathy and peripheral neuropathy (including optic neuropathy) have been reported with metronidazole,Drug Interactions Disulfiram Psychotic reactions have been reported in alcoholic patients who are using metronidazole and disulfiram concurrently,"ADVERSE REACTIONS The following reactions have been reported during treatment with metronidazole: Central Nervous System: The most serious adverse reactions reported in patients treated with metronidazole have been convulsive seizures, encephalopathy, aseptic meningitis, optic and peripheral neuropa",INDICATIONS AND USAGE Symptomatic Trichomoniasis
terpine hydrate,terpineol,0.95,terpineol,EYELID WIPES | Eyelid Cleansing Wipes | Eyelid Wipes,EYELID CLEANSING WIPES | EYELID WIPES,"Shenzhen Shierjie Biological Engineering Co., LTD",,2,0,0,1,For external use only,,,"Use Eyelid Wipes for Dry Eyes and Blepharitis Relief, Stay Hygienic"
testosterone,testosterone,0.95,testosterone,Prostate | Testopel | Testosterone Cypionate,"PETROSELINUM SATIVUM, POPULUS TREMULOIDES, SABAL SERRULATA, CHIMAPHILA UMBELLATA, ADENOSINUM TRIPHOSPHORICUM DINATRUM, EQUOL, KREOSOTUM, NADIDUM, TESTOSTERONE, PROSTATE (SUIS), SUCCINICUM ACIDUM, HEPAR SULPHURIS CALCAREUM, CONIUM MACULATUM, PROTEUS (MIRABILIS), PROTEUS (VULGARIS) | TESTOSTERONE | TESTOSTERONE CYPIONATE","American Regent, Inc. | Deseret Biologicals, Inc. | Endo USA, Inc.",,10,4,15,5,"WARNINGS In patients with breast cancer, androgen therapy may cause hypercalcemia by stimulating osteolysis",Drug Interactions Androgens may increase sensitivity to oral anticoagulants,"ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of testosterone replacement therapy, including TESTOPEL ® ",INDICATIONS AND USAGE MALES Androgens are indicated for replacement therapy in conditions associated with a deficiency or absence of endogenous testosterone
testosterone enanthate,testosterone enanthate,0.99,testosterone enanthate,TESTOSTERONE ENANTHATE | XYOSTED,TESTOSTERONE ENANTHATE,"Antares Pharma, Inc. | Eugia US LLC | Hikma Pharmaceuticals USA Inc.",,10,6,12,5,"WARNINGS In patients with breast cancer and in immobilized patients, androgen therapy may cause hypercalcemia by stimulating osteolysis","Drug Interactions When administered concurrently, the following drugs may interact with androgens: Anticoagulants, oral – C-17 substituted derivatives of testosterone, such as methandrostenolone, have been reported to decrease the anticoagulant requirement","ADVERSE REACTIONS Endocrine and Urogenital, Female – The most common side effects of androgen therapy are amenorrhea and other menstrual irregularities, inhibition of gonadotropin secretion, and virilization, including deepening of the voice and clitoral enlargement",INDICATIONS AND USAGE Males Testosterone enanthate injection is indicated for replacement therapy in conditions associated with a deficiency or absence of endogenous testosterone
testosterone oenanthate,testosterone enanthate,0.99,testosterone enanthate,TESTOSTERONE ENANTHATE | XYOSTED,TESTOSTERONE ENANTHATE,"Antares Pharma, Inc. | Eugia US LLC | Hikma Pharmaceuticals USA Inc.",,10,6,12,5,"WARNINGS In patients with breast cancer and in immobilized patients, androgen therapy may cause hypercalcemia by stimulating osteolysis","Drug Interactions When administered concurrently, the following drugs may interact with androgens: Anticoagulants, oral – C-17 substituted derivatives of testosterone, such as methandrostenolone, have been reported to decrease the anticoagulant requirement","ADVERSE REACTIONS Endocrine and Urogenital, Female – The most common side effects of androgen therapy are amenorrhea and other menstrual irregularities, inhibition of gonadotropin secretion, and virilization, including deepening of the voice and clitoral enlargement",INDICATIONS AND USAGE Males Testosterone enanthate injection is indicated for replacement therapy in conditions associated with a deficiency or absence of endogenous testosterone
testosterone propionate,testosterone propionate,0.99,testosterone propionate,FOREVER SKIN GLOW 24h wear radiant foundation Perfection and hydration Concentrated floral skincare with suncreen Broad spectrum SPF 15 00,"OCTISALATE, TITANIUM DIOXIDE",Parfums Christian Dior,,7,7,12,2,Warnings For external use only,"7 DRUG INTERACTIONS Strong cytochrome P450 3A4 inhibitors (e.g., ritonavir, ketoconazole): Use not recommended",6 ADVERSE REACTIONS Systemic and local corticosteroid use may result in the following:,Uses Helps prevent sunburn
testosterone undecanoate,testosterone undecanoate,0.99,testosterone undecanoate,Kyzatrex | Tlando,TESTOSTERONE UNDECANOATE,"Antares Pharma, Inc. | Marius Pharmaceuticals | Verity Pharmaceuticals Inc.",,0,10,5,5,,"7 DRUG INTERACTIONS Insulin: In patients with diabetes, concomitant use with TLANDO may decrease blood glucose and insulin requirements ( 7.1) ","6 ADVERSE REACTIONS Most common adverse reactions (incidence ≥ 2%): increased blood prolactin, hypertension, increased hematocrit, upper respiratory tract infection, weight increased, headache, and musculoskeletal pain ( 6.1 )","1 INDICATIONS AND USAGE TLANDO is indicated for testosterone replacement therapy in adult males for conditions associated with a deficiency or absence of endogenous testosterone: Primary hypogonadism (congenital or acquired): testicular failure due to conditions such as cryptorchidism, bilateral tor"
tetanus,tetanus toxoid,0.95,tetanus toxoid,Cortifoam | Prednisone,HYDROCORTISONE ACETATE | PREDNISONE,Bryant Ranch Prepack | Viatris Specialty LLC,,10,10,4,5,WARNINGS Rare instances of anaphylactoid reactions have occurred in patients receiving corticosteroid therapy (See ADVERSE REACTIONS: Allergic Reactions ),"Drug Interactions Amphotericin B Injection and Potassium-Depleting Agents When corticosteroids are administered concomitantly with potassium-depleting agents (e.g., amphotericin B, diuretics ), patients should be observed closely for development of hypokalemia","ADVERSE REACTIONS (listed alphabetically, under each subsection) The following adverse reactions have been reported with prednisone or other corticosteroids: anaphylactoid or hypersensitivity reactions, anaphylaxis, angioedema","INDICATIONS & USAGE Prednisone Tablets, USP are indicated in the following conditions: Endocrine Disorders Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice: synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in inf"
tetanus toxoid,tetanus toxoid,0.99,tetanus toxoid,Cortifoam | Prednisone,HYDROCORTISONE ACETATE | PREDNISONE,Bryant Ranch Prepack | Viatris Specialty LLC,,10,10,4,5,WARNINGS Rare instances of anaphylactoid reactions have occurred in patients receiving corticosteroid therapy (See ADVERSE REACTIONS: Allergic Reactions ),"Drug Interactions Amphotericin B Injection and Potassium-Depleting Agents When corticosteroids are administered concomitantly with potassium-depleting agents (e.g., amphotericin B, diuretics ), patients should be observed closely for development of hypokalemia","ADVERSE REACTIONS (listed alphabetically, under each subsection) The following adverse reactions have been reported with prednisone or other corticosteroids: anaphylactoid or hypersensitivity reactions, anaphylaxis, angioedema","INDICATIONS & USAGE Prednisone Tablets, USP are indicated in the following conditions: Endocrine Disorders Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice: synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in inf"
tetenus vaccine,tetanus vaccine,0.95,tetanus vaccine,,,,,10,10,8,4,"WARNINGS Kidney, Liver, and Heart Transplant Cyclosporine, when used in high doses, can cause hepatotoxicity and nephrotoxicity ( see BOXED WARNING )",Drug Interactions A,"ADVERSE REACTIONS The principal adverse reactions of cyclosporine therapy are renal dysfunction, tremor, hirsutism, hypertension, and gum hyperplasia","INDICATIONS AND USAGE Cyclosporine is indicated for the prophylaxis of organ rejection in kidney, liver, and heart allogeneic transplants"
tetracaine,tetracaine,0.95,tetracaine,Helocaine Cold Sore Fever Blister Treatment | NPAG Tattoo Numbing Cream | Tetracaine Hydrochloride,"PROCAINE, TETRACAINE, PRILOCAINE | TETRACAINE HYDROCHLORIDE | TETRACAINE, MINERAL",Pagari Life Science Corp. | REMEDYREPACK INC. | USA MINGER Inc.,,1,0,4,2,Warnings For external use only,,6 ADVERSE REACTIONS The following serious ocular adverse reactions are described elsewhere in the labeling: Corneal injury with Intracameral Use [See Warnings and Precautions (5.1) ] Corneal Toxicity [See Warnings and Precautions (5.2) ] Corneal Injury due to Insensitivity [ See Warnings and Precaut,1 INDICATIONS AND USAGE Tetracaine Hydrochloride Ophthalmic Solution 0.5% is indicated for procedures requiring a rapid and short-acting topical ophthalmic anesthetic
tetracycline,tetracycline,0.95,tetracycline,Egg Allergen Mix | Tetracycline Hydrochloride | Tetracyte Topical Tetracycline Hydrochloride,"ADENOSINUM TRIPHOSPHORICUM DINATRUM, L-ASPARAGINE (MONOHYDRATE), L-PHENYLALANINE, QUERCETIN, ILEUM (SUIS), JEJUNUM (SUIS), STOMACH (SUIS), ASCORBICUM ACIDUM, CALCAREA CARBONICA, FERRUM IODATUM, TETRACYCLINE, EGG (HEN WHOLE), PROTEUS (MORGANI) | TETRACYCLINE HYDROCHLORIDE","Breckenridge Pharmaceutical, Inc. | Deseret Biologicals, Inc. | VIADERMA DISTRIBUTION INC",,10,4,15,5,"WARNINGS Tooth Development The use of drugs of the tetracycline-class during tooth development (last half of pregnancy, infancy and childhood to the age of 8 years) may cause permanent discoloration of the teeth (yellow-gray-brown)","Drug Interactions Since bacteriostatic drugs may interfere with the bactericidal action of penicillin, it is advisable to avoid giving tetracycline in conjunction with penicillin or other bactericidal antibacterials","ADVERSE REACTIONS Gastrointestinal: anorexia, nausea, epigastric distress, vomiting, diarrhea, glossitis, black hairy tongue, dysphagia, enterocolitis, and inflammatory lesions (with Candida overgrowth) in the anogenital region","INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of tetracycline hydrochloride and other antibacterial drugs, tetracycline hydrochloride should be used only to treat infections that are proven or strongly suspected to be caused by susceptible "
tetrahydrozoline,tetrahydrozoline,0.99,tetrahydrozoline,Foster and Thrive Advanced Relief Eye Drops | Foster and Thrive Original Formula Eye Drops | GoodSense Eye Drops Advanced Relief Moisturizer,"DEXTRAN, POLYETHYLENE GLYCOL 400, POVIDONE, TETRAHYDROZOLINE HCL | POLYETHYLENE GLYCOL 400, TETRAHYDROZOLINE HCL | TETRAHYDROZOLINE HCL",Preferred PHarmaceuticals Inc. | Strategic Sourcing Services LLC,,5,0,0,1,"Warnings For external use only Ask a doctor before use if you have narrow angle glaucoma When using this product pupils may become enlarged temporarily to avoid contamination, do not touch tip of container to any surface",,,Uses relieves redness of the eye due to minor eye irritations as a lubricant to prevent further irritation or to relieve dryness of the eye
tetrasodium glutamate diacetate,tetrasodium glutamate diacetate,0.99,tetrasodium glutamate diacetate,FOREVER SKIN GLOW 24h wear radiant foundation Perfection and hydration Concentrated floral skincare with suncreen Broad spectrum SPF 15 00 | Lamotrigine,"LAMOTRIGINE | OCTISALATE, TITANIUM DIOXIDE","Endo USA, Inc. | Parfums Christian Dior",,10,5,6,5,"WARNINGS Suicidal Behavior and Ideation Antiepileptic drugs (AEDs), including gabapentin, increase the risk of suicidal thoughts or behavior in patients taking these drugs for any indication","Drug Interactions In vitro studies were conducted to investigate the potential of gabapentin to inhibit the major cytochrome P450 enzymes (CYP1A2, CYP2A6, CYP2C9, CYP2C19, CYP2D6, CYP2E1, and CYP3A4) that mediate drug and xenobiotic metabolism using isoform selective marker substrates and human live","ADVERSE REACTIONS Postherpetic Neuralgia The most commonly observed adverse events associated with the use of gabapentin in adults, not seen at an equivalent frequency among placebo-treated patients, were dizziness, somnolence, and peripheral edema","INDICATIONS & USAGE Gabapentin Tablets, USP Read the Medication Guide before you start taking gabapentin and each time you get a refill"
tetronic,poloxamer 188,0.95,poloxamer 188,ENTRESTO,SACUBITRIL AND VALSARTAN,Novartis Pharmaceuticals Corporation,,10,10,11,5,WARNINGS Use In Pregnancy CLARITHROMYCIN SHOULD NOT BE USED IN PREGNANT WOMEN EXCEPT IN CLINICAL CIRCUMSTANCES WHERE NO ALTERNATIVE THERAPY IS APPROPRIATE,Drug Interactions Clarithromycin use in patients who are receiving theophylline may be associated with an increase of serum theophylline concentrations,ADVERSE REACTIONS The majority of side effects observed in clinical trials were of a mild and transient nature,INDICATIONS AND USAGE Clarithromycin tablets are indicated for the treatment of mild to moderate infections caused by susceptible isolates of the designated bacteria in the conditions as listed below: Adults Pharyngitis/Tonsillitis due to Streptococcus pyogenes (The usual drug of choice in the treat
thalidomide,thalidomide,1.0,thalidomide,Thalomid,THALIDOMIDE,Celgene Corporation,,0,10,15,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described in detail in other labeling sections:,1 INDICATIONS AND USAGE
theophylline,theophylline,0.95,theophylline,Theophylline | Theophylline (Anhydrous),THEOPHYLLINE | THEOPHYLLINE ANHYDROUS,"Chartwell RX, LLC | Harman Finochem Limited | Westminster Pharmaceuticals, LLC",,6,10,8,1,WARNINGS Concurrent Illness Theophylline should be used with extreme caution in patients with the following clinical conditions due to the increased risk of exacerbation of the concurrent condition: Active peptic ulcer disease Seizure disorders Cardiac arrhythmias (not including bradyarrhythmias) Co,Drug Interactions Theophylline interacts with a wide variety of drugs,"ADVERSE REACTIONS Adverse reactions associated with theophylline are generally mild when peak serum theophylline concentrations are <20 mcg/mL and mainly consist of transient caffeine-like adverse effects such as nausea, vomiting, headache and insomnia","INDICATIONS AND USAGE Theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis"
theophylline anhydrous,theophylline,0.99,theophylline,Theophylline | Theophylline (Anhydrous),THEOPHYLLINE | THEOPHYLLINE ANHYDROUS,"Chartwell RX, LLC | Harman Finochem Limited | Westminster Pharmaceuticals, LLC",,6,10,8,1,WARNINGS Concurrent Illness Theophylline should be used with extreme caution in patients with the following clinical conditions due to the increased risk of exacerbation of the concurrent condition: Active peptic ulcer disease Seizure disorders Cardiac arrhythmias (not including bradyarrhythmias) Co,Drug Interactions Theophylline interacts with a wide variety of drugs,"ADVERSE REACTIONS Adverse reactions associated with theophylline are generally mild when peak serum theophylline concentrations are <20 mcg/mL and mainly consist of transient caffeine-like adverse effects such as nausea, vomiting, headache and insomnia","INDICATIONS AND USAGE Theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis"
theophylline sodium glycinate,theophylline,0.95,theophylline,Theophylline | Theophylline (Anhydrous),THEOPHYLLINE | THEOPHYLLINE ANHYDROUS,"Chartwell RX, LLC | Harman Finochem Limited | Westminster Pharmaceuticals, LLC",,6,10,8,1,WARNINGS Concurrent Illness Theophylline should be used with extreme caution in patients with the following clinical conditions due to the increased risk of exacerbation of the concurrent condition: Active peptic ulcer disease Seizure disorders Cardiac arrhythmias (not including bradyarrhythmias) Co,Drug Interactions Theophylline interacts with a wide variety of drugs,"ADVERSE REACTIONS Adverse reactions associated with theophylline are generally mild when peak serum theophylline concentrations are <20 mcg/mL and mainly consist of transient caffeine-like adverse effects such as nausea, vomiting, headache and insomnia","INDICATIONS AND USAGE Theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis"
thiamin,thiamine,0.99,thiamine,"Dialyvite with Zinc | Multivitamin with Fluoride | THIAMINE HYDROCHLORIDE injection, solution",".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE, FOLIC ACID, COBALAMIN, BIOTIN, PANTOTHENIC ACID, ZINC | THIAMINE HYDROCHLORIDE INJECTION, SOLUTION","Bryant Ranch Prepack | HF Acquisition Co LLC, DBA HealthFirst | Hillestad Pharmaceuticals USA",,10,0,4,5,WARNINGS WARNING: This product contains aluminum that may be toxic,,"ADVERSE REACTIONS An occasional individual may develop a hypersensitivity or life threatening anaphylactic reaction to thiamine, especially after repeated injections",INDICATIONS Thiamine hydrochloride injection is effective for the treatment of thiamine deficiency or beriberi whether of the dry (major symptoms related to the nervous system) or wet (major symptoms related to the cardiovascular system) variety
