ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
micafungin,micafungin,0.0,micafungin,MICAFUNGIN | Micafungin,MICAFUNGIN,"Glenmark Pharmaceuticals Inc., USA | Hisun Pharmaceuticals USA, Inc. | Zydus Pharmaceuticals USA Inc.",,0,10,8,5,,"Monitor for sirolimus, itraconazole or nifedipine toxicity, and dosage of sirolimus, itraconazole or nifedipine should be reduced, if necessary",The following clinically significant adverse reactions are described elsewhere in the labeling: Hypersensitivity Reactions [see Warnings and Precautions (5.1)] Hematological Effects [see Warnings and Precautions (5.2)] Hepatic Effects [see Warnings and Precautions (5.3)] Renal Effects [see Warnings ,"Micafungin for Injection is indicated for: Treatment of Candidemia, Acute Disseminated Candidiasis, Candida Peritonitis and Abscesses in adult and pediatric patients 4 months of age and older [see Clinical Studies (14.1) and Use in Specific Populations (8.4)] "
michelia alba,michelia alba,0.0,michelia alba,Artistry Youth Xtend Lifting Smoothing Foundation Shade Chiffon L2C1,"OCTINOXATE, OXYBENZONE",Amway Corp,,4,0,0,1,Warnings For external use only Do not use on broken or damaged skin When using this product keep out of eyes,,,Uses Helps prevent sunburn
miconazol,miconazole,0.99,miconazole,Miconazole Nitrate | Remedy Antifungal,ATHLETES FOOT POWDER SPRAY TALC FREE | MICONAZOLE NITRATE,"Harris Teeter, LLC | Medline Industries, LP | Meijer Distribution Inc",,10,0,0,1,For external use only,,,"Uses cures most athlete's foot (linea pedis), ringworm (linea corporis) and jock itch (linea cruris) relieves symptoms of athlete's foot, including itching, burning and cracking"
miconazole,miconazole,0.95,miconazole,Miconazole Nitrate | Remedy Antifungal,ATHLETES FOOT POWDER SPRAY TALC FREE | MICONAZOLE NITRATE,"Harris Teeter, LLC | Medline Industries, LP | Meijer Distribution Inc",,10,0,0,1,For external use only,,,"Uses cures most athlete's foot (linea pedis), ringworm (linea corporis) and jock itch (linea cruris) relieves symptoms of athlete's foot, including itching, burning and cracking"
micronized alpha d,micronized alpha d,0.0,micronized alpha d,Betadine | SILICEA,POVIDONE-IODINE | SILICEA,"Atlantis Consumer Healthcare, Inc. | Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",,4,0,0,1,"WARNINGS This product is to be used for self-limiting conditions If symptoms do not improve in 4 days, or worsen, discontinue use and seek assistance of health professional",,,INDICATIONS Condition listed above or as directed by the physician
micronized l,micronized l,0.0,micronized l,Betadine | SILICEA,POVIDONE-IODINE | SILICEA,"Atlantis Consumer Healthcare, Inc. | Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",,4,0,0,1,"WARNINGS This product is to be used for self-limiting conditions If symptoms do not improve in 4 days, or worsen, discontinue use and seek assistance of health professional",,,INDICATIONS Condition listed above or as directed by the physician
midazolam,midazolam,0.95,midazolam,Midazolam | Midazolam Hydrochloride,MIDAZOLAM HYDROCHLORIDE,"Fresenius Kabi USA, LLC | Padagis US LLC | SOMERSET THERAPEUTICS, LLC",,10,10,7,3,"WARNINGS Personnel and Equipment for Monitoring and Resuscitation Prior to the intravenous administration of midazolam in any dose, the immediate availability of oxygen, resuscitative drugs, age",Drug Interactions: Effect of Concomitant Use of Benzodiazepines and Opioids The concomitant use of benzodiazepines and opioids increases the risk of respiratory depression because of actions at different receptor sites in the CNS that control respiration,ADVERSE REACTIONS See WARNINGS concerning serious cardiorespiratory events and possible paradoxical reactions,"INDICATIONS AND USAGE Midazolam injection is indicated: intramuscularly or intravenously for preoperative sedation/anxiolysis/amnesia; intravenously as an agent for sedation/anxiolysis/amnesia prior to or during diagnostic, therapeutic or endoscopic procedures, such as bronchoscopy, gastroscopy, cys"
midodrine,midodrine,0.0,midodrine,MIDODRINE HYDROCHLORIDE | Midodrine Hydrochloride,MIDODRINE HYDROCHLORIDE,Alembic Pharmaceuticals Limited | American Health Packaging | Proficient Rx LP,,8,10,7,5,WARNINGS Supine Hypertension: The most potentially serious adverse reaction associated with midodrine therapy is marked elevation of supine arterial blood pressure (supine hypertension),"Drug Interactions When administered concomitantly with midodrine, cardiac glycosides may enhance or precipitate bradycardia, A.V","ADVERSE REACTIONS The most frequent adverse reactions seen in controlled trials were supine and sitting hypertension; paresthesia and pruritus, mainly of the scalp; goosebumps; chills; urinary urge; urinary retention and urinary frequency",INDICATIONS AND USAGE Midodrine hydrochloride tablets are indicated for the treatment of symptomatic orthostatic hypotension (OH)
midodrine hydrochloride,midodrine,0.99,midodrine,MIDODRINE HYDROCHLORIDE | Midodrine Hydrochloride,MIDODRINE HYDROCHLORIDE,Alembic Pharmaceuticals Limited | American Health Packaging | Proficient Rx LP,,8,10,7,5,WARNINGS Supine Hypertension: The most potentially serious adverse reaction associated with midodrine therapy is marked elevation of supine arterial blood pressure (supine hypertension),"Drug Interactions When administered concomitantly with midodrine, cardiac glycosides may enhance or precipitate bradycardia, A.V","ADVERSE REACTIONS The most frequent adverse reactions seen in controlled trials were supine and sitting hypertension; paresthesia and pruritus, mainly of the scalp; goosebumps; chills; urinary urge; urinary retention and urinary frequency",INDICATIONS AND USAGE Midodrine hydrochloride tablets are indicated for the treatment of symptomatic orthostatic hypotension (OH)
miglitol,miglitol,0.0,miglitol,Miglitol,MIGLITOL,"Proficient Rx LP | Westminster Pharmaceuticals, LLC",,0,10,13,1,,Drug Interactions Several studies investigated the possible interaction between miglitol and glyburide,ADVERSE REACTIONS Gastrointestinal Gastrointestinal symptoms are the most common reactions to miglitol tablets,INDICATIONS AND USAGE Miglitol tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus
miglustat,miglustat,1.0,miglustat,Miglustat | Yargesa | Zavesca,MIGLUSTAT,"Actelion Pharmaceuticals US, Inc. | CoTherix, Inc. | Edenbridge Pharmaceuticals LLC.",,0,2,12,3,,"7 DRUG INTERACTIONS While co-administration of miglustat capsules appeared to increase the clearance of imiglucerase by 70%, these results are not conclusive because of the small number of patients studied and because patients took variable doses of imiglucerase [ see Clinical Pharmacology (12.3) ]",6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in the labeling:,1 INDICATIONS AND USAGE YARGESA is a glucosylceramide synthase inhibitor indicated as monotherapy for treatment of adult patients with mild/moderate type 1 Gaucher disease for whom enzyme replacement therapy is not a therapeutic option ( 1.1 )
milk powder,milk powder,0.0,milk powder,Mekinist | Naproxen,NAPROXEN | TRAMETINIB,A-S Medication Solutions | Novartis Pharmaceuticals Corporation,,1,10,15,2,Warnings For external use only,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,Uses Multi-purpose mineral powder provides broad-spectrum SPF 46 PA+++ protection
milk protein conc,milk protein conc,0.0,milk protein conc,Naproxen,NAPROXEN,A-S Medication Solutions,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
milk protein hydrolysate,milk protein hydrolysate,0.0,milk protein hydrolysate,Mekinist | Naproxen,NAPROXEN | TRAMETINIB,A-S Medication Solutions | Novartis Pharmaceuticals Corporation,,10,10,15,5,"WARNINGS Suicidal Behavior and Ideation Antiepileptic drugs (AEDs), including gabapentin, increase the risk of suicidal thoughts or behavior in patients taking these drugs for any indication",7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
milnacipran hydrochloride,milnacipran hydrochloride,0.0,milnacipran hydrochloride,Savella,MILNACIPRAN HYDROCHLORIDE,"Allergan, Inc. | Cardinal Health 107, LLC",,0,10,8,4,,"7 DRUG INTERACTIONS Milnacipran undergoes minimal CYP450 related metabolism, with the majority of the dose excreted unchanged in urine (55%) and has a low binding to plasma proteins (13%)","6 ADVERSE REACTIONS The most frequently occurring adverse reactions (≥ 5% and greater than placebo) were nausea, headache, constipation, dizziness, insomnia, hot flush, hyperhidrosis, vomiting, palpitations, heart rate increased, dry mouth, and hypertension ( 6.1 )",1 INDICATIONS AND USAGE SAVELLA is indicated for the management of fibromyalgia
milrinone,milrinone,0.99,milrinone,Milrinone Lactate | Milrinone Lactate in Dextrose,MILRINONE LACTATE | MILRINONE LACTATE IN DEXTROSE,"Hikma Pharmaceuticals USA Inc. | Mullan Pharmaceutical Inc. | Shandong New Time Pharmaceutical Co., Ltd.",,7,1,13,4,"WARNINGS Whether given orally or by continuous or intermittent intravenous infusion, milrinone lactate has not been shown to be safe or effective in the longer (greater than 48 hours) treatment of patients with heart failure","Drug Interactions No untoward clinical manifestations have been observed in limited experience with patients in whom milrinone was used concurrently with the following drugs: digitalis glycosides; lidocaine, quinidine; hydralazine, prazosin; isosorbide dinitrate, nitroglycerin; chlorthalidone, furos","ADVERSE REACTIONS Cardiovascular Effects In patients receiving milrinone lactate in Phase II and III clinical trials, ventricular arrhythmias were reported in 12.1%: Ventricular ectopic activity, 8.5%; nonsustained ventricular tachycardia, 2.8%; sustained ventricular tachycardia, 1% and ventricular ",INDICATIONS AND USAGE Milrinone Lactate Injection is indicated for the short-term intravenous treatment of patients with acute decompensated heart failure
mineral,mineral,0.0,mineral,Family Care Hemorrhoidal | Hemorrhoidal | Hemorrhoidal Pain Relief,"MINERAL OIL | MINERAL OIL, PETROLATUM, PHENYLEPHRINE HCL | PAIN RELIEF",NeilMed Pharmaceuticals Inc. | United Exchange Corp | WALGREENS,,1,0,0,4,Warnings: Warnings: For external and/or intrarectal use only,,,Uses 􀁑􀀃Helps relieve the local itching and discomfort associated with hemorrhoids
minerals,minerals,0.0,minerals,Dove | Se-Natal 19 Chewable,ADVANCED CARE CLEAR MINERALS DRY SPRAY 48H ANTIPERSPIRANT DEODORANT | ADVANCED CARE DRY SPRAY CLEAR MINERALS 48H ANTIPERSPIRANT DEODORANT | VITAMINS AND MINERALS,"Conopco, Inc. d/b/a Unilever | Seton Pharmaceuticals",,10,1,3,1,"DO NOT USE NEAR HEAT, FLAME, OR WHILE SMOKING","DRUG INTERACTIONS Prescriber should be aware of a number of iron/drug interactions, including antacids, tetracyclines, or fluoroquinolones","​ADVERSE REACTIONS Adverse reactions with iron therapy may include GI irritation, constipation, diarrhea, nausea, vomiting, and dark stools",Uses reduces underarm wetness
mink oil hydrolyzed soy protein,mink oil hydrolyzed soy protein,0.0,mink oil hydrolyzed soy protein,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,1,10,15,5,Warnings For external use only: hands only,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
minocycline,minocycline,0.95,minocycline,EMROSI | Minocycline Hydrochloride | Minocycline hydrochloride,MINOCYCLINE HYDROCHLORIDE | MINOCYCLINE HYDROCHLORIDE EXTENDED-RELEASE,"Bryant Ranch Prepack | Journey Medical Corporation | Northwind Health Company, LLC",,10,7,15,5,"WARNINGS Tooth Development Minocycline hydrochloride capsules, like other tetracycline-class antibiotics, can cause fetal harm when administered to a pregnant woman","Drug Interactions Because tetracyclines have been shown to depress plasma prothrombin activity, patients who are on anticoagulant therapy may require downward adjustment of their anticoagulant dosage","ADVERSE REACTIONS Due to oral minocycline's virtually complete absorption, side effects to the lower bowel, particularly diarrhea, have been infrequent","INDICATIONS AND USAGE Minocycline hydrochloride capsules USP are indicated in the treatment of the following infections due to susceptible strains of the designated microorganisms: Rocky Mountain spotted fever, typhus fever and the typhus group, Q fever, rickettsialpox and tick fevers caused by rick"
minoidil,minoxidil,0.98,minoxidil,Gainxtra Hair Regrowth Treatment for Men and Women Minoxidil 5% Form with Biotin | hair regrowth treatment | kirkland signature minoxidil,MINOXIDIL,Costco Wholesale Company | GAINXTRA LLC | Rite Aid Corporation,,10,0,0,1,Warnings For external use only,,,"Use to regrow hair on the top of the scalp (vertex only, see pictures on side of carton)"
minoxidil,minoxidil,0.0,minoxidil,Gainxtra Hair Regrowth Treatment for Men and Women Minoxidil 5% Form with Biotin | hair regrowth treatment | kirkland signature minoxidil,MINOXIDIL,Costco Wholesale Company | GAINXTRA LLC | Rite Aid Corporation,,10,0,0,1,Warnings For external use only,,,"Use to regrow hair on the top of the scalp (vertex only, see pictures on side of carton)"
mint leaves,mint leaves,0.0,mint leaves,Attitude Diaper Cream Zinc Unscented,ZINC OXIDE,9055-7588 Quebec Inc. (Attitude),,1,10,11,2,Warnings For external use only,7 DRUG INTERACTIONS Table 2 includes drugs with clinically important drug interactions when administered concomitantly with ACIPHEX delayed-release tablets and instructions for preventing or managing them,6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in labeling: Acute Interstitial Nephritis [ see Warnings and Precautions (5.3) ] Cyanocobalamin (vitamin B-12) Deficiency [ see Warnings and Precautions (5.4) ] Clostridium difficile Associated Diarrhea [ s,Uses Multi-purpose mineral powder provides broad-spectrum SPF 46 PA+++ protection
mirabegron,mirabegron,0.0,mirabegron,MIRABEGRON,MIRABEGRON,Bryant Ranch Prepack,,0,10,11,4,,"7 DRUG INTERACTIONS Drugs Metabolized by CYP2D6 : Mirabegron is a CYP2D6 inhibitor and, when used concomitantly with drugs metabolized by CYP2D6, especially narrow therapeutic index drugs, appropriate monitoring and possible dose adjustment of those drugs may be necessary","6 ADVERSE REACTIONS Most commonly reported adverse reactions with mirabegron monotherapy in adult patients with OAB (> 2% and > placebo) were hypertension, nasopharyngitis, urinary tract infection, and headache","1 INDICATIONS AND USAGE Mirabegron extended-release tablets are beta-3 adrenergic agonist indicated for the treatment of: Overactive bladder (OAB) in adult patients with symptoms of urge urinary incontinence, urgency, and urinary frequency"
mirtazapine,mirtazapine,0.95,mirtazapine,Mirtazapine,MIRTAZAPINE,Proficient Rx LP | REMEDYREPACK INC.,,0,10,15,2,,7 DRUG INTERACTIONS Table 5 includes clinically important drug interactions with mirtazapine [see Clinical Pharmacology (12.3) ],6 ADVERSE REACTIONS The following adverse reactions are described in more detail in other sections of the prescribing information:,1 INDICATIONS AND USAGE Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14) ]
misoprostol,misoprostol,0.95,misoprostol,Diclofenac sodium and Misoprostol DR | Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL | MISOPROSTOL,"ANI Pharmaceuticals, Inc. | Advanced Rx Pharmacy of Tennessee, LLC | Lupin Pharmaceuticals,Inc.",,2,10,6,3,WARNINGS See boxed WARNINGS ,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with diclofenac and misoprostol,"6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling: Cardiovascular Thrombotic Events [see Warnings and Precautions (5.2) ] GI Bleeding, Ulceration and Perforation [see Warnings and Precautions (5.3) ] Hepatotoxicity [see Warnings and",1 INDICATIONS AND USAGE Diclofenac sodium/misoprostol is indicated for treatment of the signs and symptoms of osteoarthritis or rheumatoid arthritis in adult patients at high risk of developing NSAID-induced gastric and duodenal ulcers and their complications
mitomycin,mitomycin,0.99,mitomycin,MITOMYCIN | Mitomycin,MITOMYCIN,Gland Pharma Limited | Sagent Pharmaceuticals,,10,0,15,3,WARNINGS Patients being treated with mitomycin must be observed carefully and frequently during and after therapy,,"ADVERSE REACTIONS Bone Marrow Toxicity This was the most common and most serious toxicity, occurring in 605 of 937 patients (64.4%)","INDICATIONS AND USAGE Mitomycin for Injection is not recommended as single-agent, primary therapy"
mitomycin c,mitomycin c,0.0,mitomycin c,Betadine | SILICEA,POVIDONE-IODINE | SILICEA,"Atlantis Consumer Healthcare, Inc. | Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",,4,0,0,1,"WARNINGS This product is to be used for self-limiting conditions If symptoms do not improve in 4 days, or worsen, discontinue use and seek assistance of health professional",,,INDICATIONS Condition listed above or as directed by the physician
mitotane,mitotane,1.0,mitotane,Lysodren,MITOTANE,"ESTEVE PHARMACEUTICALS, S.A. | HRA Pharma Rare Diseases",,0,10,12,2,,7 DRUG INTERACTIONS Spironolactone: Avoid concomitant use with LYSODREN,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,"1 INDICATIONS AND USAGE LYSODREN is indicated for the treatment of patients with inoperable, functional or nonfunctional, adrenocortical carcinoma (ACC)"
mitoxantrone,mitoxantrone,0.0,mitoxantrone,Mitoxantrone | mitoXANTRONE,MITOXANTRONE | MITOXANTRONE HYDROCHLORIDE,"Fresenius Kabi USA, LLC | Hospira, Inc. | Meitheal Pharmaceuticals Inc.",,10,4,9,5,"WARNINGS WHEN MITOXANTRONE INJECTION IS USED IN HIGH DOSES (> 14 mg/m 2 /d × 3 days) SUCH AS INDICATED FOR THE TREATMENT OF LEUKEMIA, SEVERE MYELOSUPPRESSION WILL OCCUR","Drug Interactions Mitoxantrone and its metabolites are excreted in bile and urine, but it is not known whether the metabolic or excretory pathways are saturable, may be inhibited or induced, or if mitoxantrone and its metabolites undergo enterohepatic circulation","ADVERSE REACTIONS Multiple Sclerosis Mitoxantrone injection has been administered to 149 patients with multiple sclerosis in two randomized clinical trials, including 21 patients who received mitoxantrone injection in combination with corticosteroids","INDICATIONS AND USAGE Mitoxantrone injection, USP (concentrate) is indicated for reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose"
mitoxantrone hydrochloride,mitoxantrone,0.99,mitoxantrone,Mitoxantrone | mitoXANTRONE,MITOXANTRONE | MITOXANTRONE HYDROCHLORIDE,"Fresenius Kabi USA, LLC | Hospira, Inc. | Meitheal Pharmaceuticals Inc.",,10,4,9,5,"WARNINGS WHEN MITOXANTRONE INJECTION IS USED IN HIGH DOSES (> 14 mg/m 2 /d × 3 days) SUCH AS INDICATED FOR THE TREATMENT OF LEUKEMIA, SEVERE MYELOSUPPRESSION WILL OCCUR","Drug Interactions Mitoxantrone and its metabolites are excreted in bile and urine, but it is not known whether the metabolic or excretory pathways are saturable, may be inhibited or induced, or if mitoxantrone and its metabolites undergo enterohepatic circulation","ADVERSE REACTIONS Multiple Sclerosis Mitoxantrone injection has been administered to 149 patients with multiple sclerosis in two randomized clinical trials, including 21 patients who received mitoxantrone injection in combination with corticosteroids","INDICATIONS AND USAGE Mitoxantrone injection, USP (concentrate) is indicated for reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose"
mix flavonoid,mix flavonoid,0.0,mix flavonoid,,,,,10,10,10,1,WARNING A small number of people who have taken metformin have developed a serious condition called lactic acidosis,"Drug Interactions (Clinical Evaluation of Drug Interactions Conducted with metformin) Glyburide In a single-dose interaction study in type 2 diabetes patients, co-administration of metformin and glyburide did not result in any changes in either metformin pharmacokinetics or pharmacodynamics",ADVERSE REACTIONS In a U.S,"INDICATIONS AND USAGE Metformin hydrochloride tablets, USP are indicated as an adjunct to diet and exercise to improve glycemic control in adults and children with type 2 diabetes mellitus"
modafinil,modafinil,0.0,modafinil,Modafinil | Provigil,MODAFINIL,Apotex Corp | Preferred Pharmaceuticals Inc. | Viona Pharmaceuticals Inc,,0,10,15,5,,"7 DRUG INTERACTIONS Effects of Modafinil on CYP3A4/5 Substrates The clearance of drugs that are substrates for CYP3A4/5 (e.g., steroidal contraceptives, cyclosporine, midazolam, and triazolam) may be increased by modafinil via induction of metabolic enzymes, which results in lower systemic exposure",6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the labeling:,"1 INDICATIONS AND USAGE Modafinil tablets are indicated to improve wakefulness in adult patients with excessive sleepiness associated with narcolepsy, obstructive sleep apnea (OSA), or shift work disorder (SWD)"
moexipril,moexipril,0.0,moexipril,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE,"Chartwell RX, LLC | Glenmark Pharmaceuticals Inc., USA | Teva Pharmaceuticals USA, Inc.",,10,10,7,5,"WARNINGS Anaphylactoid and Possibly Related Reactions Presumably because angiotensin-converting enzyme inhibitors affect the metabolism of eicosanoids and polypeptides, including endogenous bradykinin, patients receiving ACE inhibitors, including moexipril hydrochloride, may be subject to a variety ",Drug Interactions Diuretics Excessive reductions in blood pressure may occur in patients on diuretic therapy when ACE inhibitors are started,ADVERSE REACTIONS Moexipril hydrochloride tablets have been evaluated for safety in more than 2500 patients with hypertension; more than 250 of these patients were treated for approximately one year,INDICATIONS AND USAGE Moexipril hydrochloride tablets are indicated for treatment of patients with hypertension
molecule regen,molecule regen,0.0,molecule regen,ATROPINE SULFATE | Atropine sulfate | Olay Regenerist Regenerating with Sunscreen Broad Spectrum SPF 15,"ATROPINE SULFATE | AVOBENZONE, HOMOSALATE, OCTISALATE, AND OCTOCRYLENE","HF Acquisition Co LLC, DBA HealthFirst | The Procter & Gamble Manufacturing Company",,4,1,7,1,Warnings For external use only Do not use on damaged or broken skin When using this product keep out of eyes,7 DRUG INTERACTIONS 7.1 Mexiletine Atropine Sulfate Injection decreased the rate of mexiletine absorption without altering the relative oral bioavailability; this delay in mexiletine absorption was reversed by the combination of atropine and intravenous metoclopramide during pretreatment for anesthe,6 ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of atropine sulfate,"Uses helps prevent sunburn if used as directed with other sun protection measures (see Directions ), decreases the risk of skin cancer and early skin aging caused by the sun"
molnupiravir,molnupiravir,1.0,molnupiravir,LAGEVRIO,MOLNUPIRAVIR,Merck Sharp & Dohme LLC,,0,2,13,0,,7 DRUG INTERACTIONS No drug interactions have been identified based on the limited available data on the emergency use of LAGEVRIO authorized under this EUA,6 ADVERSE REACTIONS 6.1 Adverse Reactions from Clinical Studies The following adverse reactions have been observed in the clinical study of LAGEVRIO that supported the EUA,
molybdenum,molybdenum,0.95,molybdenum,Metalstat | Molybdenum Muriaticum | Neurotox,"AGARICUS MUSCARIUS, COCCUS CACTI, CONIUM MACULATUM, LYCOPODIUM CLAVATUM, PHOSPHORUS, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, GADOLINIUM METALLICUM, GERMANIUM SESQUIOXIDE, | ALLIUM SATIVUM, AVENA SATIVA, BERBERIS VULGARIS, LAPPA MAJOR, SOLIDAGO VIRGAUREA, PHYTOLACCA DECANDRA, LYCOPODIUM CLAVATUM, NUX VOMICA, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, MOLYBDENUM, | MOLYBDENUM MURIATICUM","BioActive Nutritional, Inc. | Energique, Inc. | Hahnemann Laboratories, INC.",,5,0,0,1,"WARNINGS: If pregnant or breast-feeding, ask a health care professional before use",,,"INDICATIONS: For temporary relief of symptoms due to numbness, tingling, muscle cramps, and nerve pain"
molybdnum,molybdenum,0.95,molybdenum,Metalstat | Molybdenum Muriaticum | Neurotox,"AGARICUS MUSCARIUS, COCCUS CACTI, CONIUM MACULATUM, LYCOPODIUM CLAVATUM, PHOSPHORUS, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, GADOLINIUM METALLICUM, GERMANIUM SESQUIOXIDE, | ALLIUM SATIVUM, AVENA SATIVA, BERBERIS VULGARIS, LAPPA MAJOR, SOLIDAGO VIRGAUREA, PHYTOLACCA DECANDRA, LYCOPODIUM CLAVATUM, NUX VOMICA, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, MOLYBDENUM, | MOLYBDENUM MURIATICUM","BioActive Nutritional, Inc. | Energique, Inc. | Hahnemann Laboratories, INC.",,5,0,0,1,"WARNINGS: If pregnant or breast-feeding, ask a health care professional before use",,,"INDICATIONS: For temporary relief of symptoms due to numbness, tingling, muscle cramps, and nerve pain"
mometason,mometason,0.0,mometason,ASMANEX | ASMANEX HFA | Mometasone Furoate,MOMETASONE FUROATE,"Glenmark Pharmaceuticals Inc., USA | Organon LLC",,0,1,12,2,,7 DRUG INTERACTIONS No drug-drug interaction studies have been conducted with mometasone furoate cream,"6 ADVERSE REACTIONS Most common adverse reactions are: burning, pruritus, and skin atrophy","1 INDICATIONS AND USAGE Mometasone furoate cream, 0.1% is a corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 2 years of age or older"
mometasone,mometasone,0.95,mometasone,ASMANEX | ASMANEX HFA | Mometasone Furoate,MOMETASONE FUROATE,"Glenmark Pharmaceuticals Inc., USA | Organon LLC",,0,1,12,2,,7 DRUG INTERACTIONS No drug-drug interaction studies have been conducted with mometasone furoate cream,"6 ADVERSE REACTIONS Most common adverse reactions are: burning, pruritus, and skin atrophy","1 INDICATIONS AND USAGE Mometasone furoate cream, 0.1% is a corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 2 years of age or older"
mometasone furoate,mometasone furoate,0.99,mometasone furoate,ASMANEX | ASMANEX HFA | Mometasone Furoate,MOMETASONE FUROATE,"Glenmark Pharmaceuticals Inc., USA | Organon LLC",,0,1,12,2,,7 DRUG INTERACTIONS No drug-drug interaction studies have been conducted with mometasone furoate cream,"6 ADVERSE REACTIONS Most common adverse reactions are: burning, pruritus, and skin atrophy","1 INDICATIONS AND USAGE Mometasone furoate cream, 0.1% is a corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 2 years of age or older"
